,Job Title,Experience,Education,Company Name,Salary Estimate,Location,Rating,Is Remote,Company Size,Founded,Type of Ownership,Industry,Sector,Revenue,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Time of Scrape
430,Software Engineer,2,1,"Polco
4.8","$115,000 /yr (est.)",Remote,4.8,True,51 to 200 Employees,-1,Company - Private,Municipal Agencies,Government & Public Administration,Unknown / Non-Applicable,4.4,4.4,4.7,4.7,5.0,2023-05-14 14:30:10.828083
431,Frontend Engineer,3,1,"Trellis
4.4",-1,Remote,4.4,True,51 to 200 Employees,2012,Company - Private,Advertising & Public Relations,Media & Communication,$5 to $25 million (USD),4.3,4.2,4.3,4.3,4.2,2023-05-14 14:30:13.185054
432,Software Engineer,-1,1,Redvest App,"$105,000 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:30:15.475415
433,Frontend Engineer,1,1,"SportsRecruits
4.3","$125,000 /yr (est.)",Remote,4.3,True,1 to 50 Employees,2009,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.8,3.5,4.4,4.0,4.0,2023-05-14 14:30:17.186452
434,Software Engineer,3,1,Vindhya Data Science,"$105,000 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:30:19.509855
435,Software Engineer,2,1,"THIRDHOME
4.3","$100,000 /yr (est.)",Remote,4.3,True,1 to 50 Employees,2010,Company - Private,Real Estate,Real Estate,$1 to $5 million (USD),4.3,4.4,4.3,4.3,4.4,2023-05-14 14:30:21.267834
436,Frontend Software Engineer (React),4,1,"PracticeGenius LLC
5.0",-1,Remote,5.0,True,51 to 200 Employees,-1,Company - Private,Computer Hardware Development,Information Technology,$5 to $25 million (USD),4.0,4.0,5.0,5.0,4.0,2023-05-14 14:30:23.648157
437,Java Software Engineer,5,1,Intelon Optics,$50.00 /hr (est.),Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:30:25.920116
438,Software Engineer - GIS,2,1,"LJA Engineering
4.1","$88,847 /yr (est.)","Katy, TX",4.1,False,1001 to 5000 Employees,1997,Private Practice / Firm,Architectural & Engineering Services,"Construction, Repair & Maintenance Services",$100 to $500 million (USD),4.2,4.1,4.3,4.2,3.9,2023-05-14 14:30:27.611657
439,Remote Software Engineer - All Levels,4,1,"Kikoff
4.3","$128,743 /yr (est.)","San Francisco, CA",4.3,False,1 to 50 Employees,2019,Company - Private,Banking & Lending,Financial Services,Unknown / Non-Applicable,4.2,4.6,4.2,4.1,4.2,2023-05-14 14:30:30.303179
440,Full Stack Software Engineer,4,1,"Vityl
5.0",-1,Remote,5.0,True,1 to 50 Employees,2017,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,5.0,4.3,4.9,4.8,5.0,2023-05-14 14:30:32.782101
441,Software Engineer,-1,2,"Mosaic Learning, Inc.
3.4","$82,000 /yr (est.)",Remote,3.4,True,51 to 200 Employees,2005,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $25 million (USD),3.0,3.5,3.4,3.0,3.8,2023-05-14 14:30:35.433431
442,Clojure Software Engineer,-1,2,Snap eHealth Inc,-1,Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:30:38.373207
443,Junior Level Cloud Engineer,1,2,"element technologies
3.9",$42.50 /hr (est.),Remote,3.9,True,51 to 200 Employees,2000,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.5,3.4,3.6,3.7,3.5,2023-05-14 14:30:40.207531
444,Frontend UI Developer,7,2,"Resolvetech Solutions
4.0","$105,000 /yr (est.)","Irving, TX",4.0,False,51 to 200 Employees,2010,Company - Private,Information Technology Support Services,Information Technology,$25 to $100 million (USD),3.7,3.8,3.7,3.5,3.9,2023-05-14 14:30:43.014302
445,Software Engineer 1,-1,1,"Service Core
4.5","$80,000 /yr (est.)","Denver, CO",4.5,False,Unknown,-1,Company - Private,Staffing & Subcontracting,Human Resources & Staffing,Unknown / Non-Applicable,4.3,3.9,4.4,4.6,4.3,2023-05-14 14:30:45.463372
446,Frontend Engineer,5,2,"Ryzen Solutions
4.2",$74.50 /hr (est.),"Foster City, CA",4.2,False,51 to 200 Employees,1999,Company - Private,HR Consulting,Human Resources & Staffing,$25 to $100 million (USD),4.3,4.0,4.2,4.0,4.0,2023-05-14 14:30:47.864452
447,"Software Developer, Frontend",-1,1,"DISQO
4.5","$120,000 /yr (est.)",Remote,4.5,True,201 to 500 Employees,2015,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.1,4.3,4.2,4.1,4.2,2023-05-14 14:30:50.219250
448,Software Engineer - Backend,5,1,"Lionheart Games, LLC
3.2","$98,830 /yr (est.)","Atlanta, GA",3.2,False,1 to 50 Employees,2019,Company - Private,Video Game Publishing,Media & Communication,Unknown / Non-Applicable,3.5,3.6,3.2,2.7,2.9,2023-05-14 14:30:52.608657
449,Software Development Engineer II - Creator Growth (Contract),1,1,"Twitch
4.0",$85.00 /hr (est.),"San Francisco, CA",4.0,False,1001 to 5000 Employees,2011,Subsidiary or Business Segment,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.7,3.8,3.9,3.3,3.9,2023-05-14 14:30:55.155366
450,Junior Cloud Engineer,2,2,"Atos Syntel
3.6","$55,000 /yr (est.)","Littleton, CO",3.6,False,10000+ Employees,1980,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),3.4,3.0,3.5,3.1,3.5,2023-05-14 14:31:06.610383
451,Software Engineer,5,1,"MW Industries, Inc.
3.4","$105,000 /yr (est.)",Remote,3.4,True,1001 to 5000 Employees,-1,Company - Private,Machinery Manufacturing,Manufacturing,$500 million to $1 billion (USD),3.6,3.6,3.1,3.2,3.2,2023-05-14 14:31:09.011375
452,Software Engineer - CommerceTools,1,2,"Atos Syntel
3.6",$45.24 /hr (est.),Remote,3.6,True,10000+ Employees,1980,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),3.4,3.0,3.5,3.1,3.5,2023-05-14 14:31:11.636751
453,Kubernetes Engineer,1,3,"Purple Drive Technologies
4.2",$55.00 /hr (est.),"Deerfield, IL",4.2,False,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,3.9,3.7,4.0,4.0,4.2,2023-05-14 14:31:14.499163
454,Software Engineer,2,1,"Polco
4.8","$115,000 /yr (est.)",Remote,4.8,True,51 to 200 Employees,-1,Company - Private,Municipal Agencies,Government & Public Administration,Unknown / Non-Applicable,4.4,4.4,4.7,4.7,5.0,2023-05-14 14:31:16.765009
455,Frontend Engineer,4,2,"OpenPhone Technologies
5.0",-1,Remote,5.0,True,51 to 200 Employees,2018,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $25 million (USD),4.8,5.0,4.9,5.0,4.9,2023-05-14 14:31:19.131200
456,Software Engineer – Frontend,2,1,"ClimateAI
5.0",-1,Remote,5.0,True,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,4.7,3.3,5.0,4.7,4.7,2023-05-14 14:31:21.515099
457,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:31:23.773757
458,Frontend Software Engineer (React),4,1,"PracticeGenius LLC
5.0",-1,Remote,5.0,True,51 to 200 Employees,-1,Company - Private,Computer Hardware Development,Information Technology,$5 to $25 million (USD),4.0,4.0,5.0,5.0,4.0,2023-05-14 14:31:25.110179
459,"Sr Fullstack Engineer - Nodejs, AWS",10,-1,"chenoa inc
3.6",$57.02 /hr (est.),Remote,3.6,True,201 to 500 Employees,1998,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3.5,3.2,3.4,3.2,3.4,2023-05-14 14:31:27.573223
460,Software Engineer,-1,1,Redvest App,"$105,000 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:31:29.997778
461,Frontend Engineer,3,1,"Trellis
4.4",-1,Remote,4.4,True,51 to 200 Employees,2012,Company - Private,Advertising & Public Relations,Media & Communication,$5 to $25 million (USD),4.3,4.2,4.3,4.3,4.2,2023-05-14 14:31:31.777234
462,Frontend Engineer,1,1,"SportsRecruits
4.3","$125,000 /yr (est.)",Remote,4.3,True,1 to 50 Employees,2009,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.8,3.5,4.4,4.0,4.0,2023-05-14 14:31:34.172968
463,Software Engineer,3,1,Vindhya Data Science,"$105,000 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:31:37.158138
464,Software Engineer,2,1,"THIRDHOME
4.3","$100,000 /yr (est.)",Remote,4.3,True,1 to 50 Employees,2010,Company - Private,Real Estate,Real Estate,$1 to $5 million (USD),4.3,4.4,4.3,4.3,4.4,2023-05-14 14:31:39.135902
465,Junior Software Developer,2,1,Springbrook Creek Statement Composition LLC,$31.00 /hr (est.),Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:31:42.907858
466,Software Engineer,10,-1,slesha inc,$60.00 /hr (est.),Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:31:45.693379
467,"Software Developer, Frontend",-1,1,"DISQO
4.5","$120,000 /yr (est.)",Remote,4.5,True,201 to 500 Employees,2015,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.1,4.3,4.2,4.1,4.2,2023-05-14 14:31:47.973040
468,-1,-1,-1,-1,-1,-1,-1,False,1 to 50 Employees,2017,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,-1,-1,-1,-1,2023-05-14 14:31:50.690596
469,Software Development Engineer II - Creator Growth (Contract),1,1,"Twitch
4.0",$85.00 /hr (est.),"San Francisco, CA",4.0,False,1001 to 5000 Employees,2011,Subsidiary or Business Segment,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.7,3.8,3.9,3.3,3.9,2023-05-14 14:31:53.415141
470,Junior Level Cloud Engineer,1,2,"element technologies
3.9",$42.50 /hr (est.),Remote,3.9,True,51 to 200 Employees,2000,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,3.5,3.4,3.6,3.7,3.5,2023-05-14 14:31:55.981788
471,Clojure Software Engineer,-1,2,Snap eHealth Inc,-1,Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:31:59.078074
472,Software Engineer - GIS,2,1,"LJA Engineering
4.1","$88,847 /yr (est.)","Katy, TX",4.1,False,1001 to 5000 Employees,1997,Private Practice / Firm,Architectural & Engineering Services,"Construction, Repair & Maintenance Services",$100 to $500 million (USD),4.2,4.1,4.3,4.2,3.9,2023-05-14 14:32:00.789248
473,Full Stack Software Engineer,1,1,"SportsRecruits
4.3","$125,000 /yr (est.)",Remote,4.3,True,1 to 50 Employees,2009,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.8,3.5,4.4,4.0,4.0,2023-05-14 14:32:03.063084
474,Software Engineer 1,-1,1,"Service Core
4.5","$80,000 /yr (est.)","Denver, CO",4.5,False,Unknown,-1,Company - Private,Staffing & Subcontracting,Human Resources & Staffing,Unknown / Non-Applicable,4.3,3.9,4.4,4.6,4.3,2023-05-14 14:32:05.346923
475,Remote Software Engineer - All Levels,4,1,"Kikoff
4.3","$128,743 /yr (est.)","San Francisco, CA",4.3,False,1 to 50 Employees,2019,Company - Private,Banking & Lending,Financial Services,Unknown / Non-Applicable,4.2,4.6,4.2,4.1,4.2,2023-05-14 14:32:07.618474
476,Java Software Engineer,5,1,Intelon Optics,$50.00 /hr (est.),Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:32:09.908554
477,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:32:11.596946
478,Software Engineer (L4) - TV User Interface,-1,1,"Netflix
4.3",-1,Remote,4.3,True,5001 to 10000 Employees,1997,Company - Public,Internet & Web Services,Information Technology,$5 to $10 billion (USD),3.9,4.6,4.2,3.8,3.9,2023-05-14 14:32:12.975059
479,Software Development Engineer I,-1,1,"Travelport
3.5","$70,000 /yr (est.)","Englewood, CO",3.5,False,1001 to 5000 Employees,1971,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),3.3,3.4,3.6,3.1,3.9,2023-05-14 14:32:15.255846
480,Junior Cloud Engineer,2,2,"Atos Syntel
3.6","$55,000 /yr (est.)","Littleton, CO",3.6,False,10000+ Employees,1980,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),3.4,3.0,3.5,3.1,3.5,2023-05-14 14:32:26.640779
481,Kubernetes Engineer,1,3,"Purple Drive Technologies
4.2",$55.00 /hr (est.),"Deerfield, IL",4.2,False,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,3.9,3.7,4.0,4.0,4.2,2023-05-14 14:32:28.950345
482,Software Engineer,5,1,"MW Industries, Inc.
3.4","$105,000 /yr (est.)",Remote,3.4,True,1001 to 5000 Employees,-1,Company - Private,Machinery Manufacturing,Manufacturing,$500 million to $1 billion (USD),3.6,3.6,3.1,3.2,3.2,2023-05-14 14:32:31.143965
483,Software Engineer - Frontend,4,1,"Kikoff
4.3",-1,Remote,4.3,True,1 to 50 Employees,2019,Company - Private,Banking & Lending,Financial Services,Unknown / Non-Applicable,4.2,4.6,4.2,4.1,4.2,2023-05-14 14:32:34.029017
484,"Sr Fullstack Engineer - Nodejs, AWS",10,-1,"chenoa inc
3.6",$57.02 /hr (est.),Remote,3.6,True,201 to 500 Employees,1998,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3.5,3.2,3.4,3.2,3.4,2023-05-14 14:32:36.469374
485,Software Engineer - CommerceTools,1,2,"Atos Syntel
3.6",$45.24 /hr (est.),Remote,3.6,True,10000+ Employees,1980,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),3.4,3.0,3.5,3.1,3.5,2023-05-14 14:32:38.808090
486,Software Engineer,2,1,"Polco
4.8","$115,000 /yr (est.)",Remote,4.8,True,51 to 200 Employees,-1,Company - Private,Municipal Agencies,Government & Public Administration,Unknown / Non-Applicable,4.4,4.4,4.7,4.7,5.0,2023-05-14 14:32:41.538072
487,Frontend Engineer,4,2,"OpenPhone Technologies
5.0",-1,Remote,5.0,True,51 to 200 Employees,2018,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $25 million (USD),4.8,5.0,4.9,5.0,4.9,2023-05-14 14:32:43.798449
488,Frontend Engineer,3,1,"Trellis
4.4",-1,Remote,4.4,True,51 to 200 Employees,2012,Company - Private,Advertising & Public Relations,Media & Communication,$5 to $25 million (USD),4.3,4.2,4.3,4.3,4.2,2023-05-14 14:32:46.056594
489,Software Engineer,2,1,Aiden Technology,"$100,000 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:32:48.374623
490,Software Development Engineer II - Creator Growth (Contract),1,1,"Twitch
4.0",$85.00 /hr (est.),"San Francisco, CA",4.0,False,1001 to 5000 Employees,2011,Subsidiary or Business Segment,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.7,3.8,3.9,3.3,3.9,2023-05-14 14:32:50.111602
491,Junior Software Developer,2,1,Springbrook Creek Statement Composition LLC,$31.00 /hr (est.),Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:32:52.537298
492,Software Engineer,10,-1,slesha inc,$60.00 /hr (est.),Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:32:54.262135
493,Software Engineer,3,1,Vindhya Data Science,"$105,000 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:32:56.012710
494,Full Stack Software Engineer,4,1,"Vityl
5.0",-1,Remote,5.0,True,1 to 50 Employees,2017,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,5.0,4.3,4.9,4.8,5.0,2023-05-14 14:32:57.757367
495,Frontend Engineer,1,1,"SportsRecruits
4.3","$125,000 /yr (est.)",Remote,4.3,True,1 to 50 Employees,2009,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.8,3.5,4.4,4.0,4.0,2023-05-14 14:33:00.438130
496,Software Engineer,6,2,"January Technologies
5.0","$135,000 /yr (est.)","San Francisco, CA",5.0,False,51 to 200 Employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,4.9,4.4,5.0,5.0,4.9,2023-05-14 14:33:03.152888
497,Software Engineer,-1,1,Redvest App,"$105,000 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:33:05.928176
498,Software Engineer,-1,1,Cboe Vest,"$122,364 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:33:07.654615
499,Software Engineer,2,1,"THIRDHOME
4.3","$100,000 /yr (est.)",Remote,4.3,True,1 to 50 Employees,2010,Company - Private,Real Estate,Real Estate,$1 to $5 million (USD),4.3,4.4,4.3,4.3,4.4,2023-05-14 14:33:09.418551
500,Clojure Software Engineer,-1,2,Snap eHealth Inc,-1,Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:33:11.793529
501,Frontend Software Engineer (React),4,1,"PracticeGenius LLC
5.0",-1,Remote,5.0,True,51 to 200 Employees,-1,Company - Private,Computer Hardware Development,Information Technology,$5 to $25 million (USD),4.0,4.0,5.0,5.0,4.0,2023-05-14 14:33:13.721265
502,Senior Full-Stack Software Engineer,-1,1,"Chartbeat
4.2","$165,000 /yr (est.)",Remote,4.2,True,51 to 200 Employees,2009,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $25 million (USD),4.0,4.1,4.7,3.7,4.7,2023-05-14 14:33:15.989065
503,-1,-1,-1,-1,-1,-1,-1,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:33:18.227770
504,Software Engineer – Frontend,2,1,"ClimateAI
5.0",-1,Remote,5.0,True,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,4.7,3.3,5.0,4.7,4.7,2023-05-14 14:33:19.586902
505,Backend Software Engineer,-1,1,"Involve.ai
3.6","$95,000 /yr (est.)","Los Angeles, CA",3.6,False,1 to 50 Employees,-1,Nonprofit Organization,Grantmaking & Charitable Foundations,Nonprofit & NGO,Less than $1 million (USD),2.0,2.0,5.0,2.0,5.0,2023-05-14 14:33:21.906502
506,Software Engineer - Angular,3,1,"Encore Technologies
4.4",$77.00 /hr (est.),"Cincinnati, OH",4.4,False,201 to 500 Employees,2014,Company - Private,Information Technology Support Services,Information Technology,$100 to $500 million (USD),4.2,4.1,4.3,4.1,4.3,2023-05-14 14:33:24.200140
507,"Software Developer, Frontend",-1,1,"DISQO
4.5","$120,000 /yr (est.)",Remote,4.5,True,201 to 500 Employees,2015,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.1,4.3,4.2,4.1,4.2,2023-05-14 14:33:26.539807
508,"Software Engineer, Docs + Wiki",-1,1,"Notion
4.9","$190,000 /yr (est.)","San Francisco, CA",4.9,False,201 to 500 Employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,4.9,4.8,4.9,4.8,4.6,2023-05-14 14:33:28.832880
509,Frontend UI Developer,7,2,"Resolvetech Solutions
4.0","$105,000 /yr (est.)","Irving, TX",4.0,False,51 to 200 Employees,2010,Company - Private,Information Technology Support Services,Information Technology,$25 to $100 million (USD),3.7,3.8,3.7,3.5,3.9,2023-05-14 14:33:31.153781
510,Junior Cloud Engineer,2,2,"Atos Syntel
3.6","$55,000 /yr (est.)","Littleton, CO",3.6,False,10000+ Employees,1980,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),3.4,3.0,3.5,3.1,3.5,2023-05-14 14:33:43.208345
511,Kubernetes Engineer,1,3,"Purple Drive Technologies
4.2",$55.00 /hr (est.),"Deerfield, IL",4.2,False,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,3.9,3.7,4.0,4.0,4.2,2023-05-14 14:33:45.724858
512,Software Engineer,5,1,"MW Industries, Inc.
3.4","$105,000 /yr (est.)",Remote,3.4,True,1001 to 5000 Employees,-1,Company - Private,Machinery Manufacturing,Manufacturing,$500 million to $1 billion (USD),3.6,3.6,3.1,3.2,3.2,2023-05-14 14:33:47.903489
513,"Sr Fullstack Engineer - Nodejs, AWS",10,-1,"chenoa inc
3.6",$57.02 /hr (est.),Remote,3.6,True,201 to 500 Employees,1998,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3.5,3.2,3.4,3.2,3.4,2023-05-14 14:33:50.298935
514,Software Engineer - Frontend,4,1,"Kikoff
4.3",-1,Remote,4.3,True,1 to 50 Employees,2019,Company - Private,Banking & Lending,Financial Services,Unknown / Non-Applicable,4.2,4.6,4.2,4.1,4.2,2023-05-14 14:33:52.597869
515,Software Engineer,2,1,Aiden Technology,"$100,000 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:33:54.951671
516,Frontend Engineer,1,1,"SportsRecruits
4.3","$125,000 /yr (est.)",Remote,4.3,True,1 to 50 Employees,2009,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.8,3.5,4.4,4.0,4.0,2023-05-14 14:33:56.770676
517,Software Engineer - CommerceTools,1,2,"Atos Syntel
3.6",$45.24 /hr (est.),Remote,3.6,True,10000+ Employees,1980,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),3.4,3.0,3.5,3.1,3.5,2023-05-14 14:33:59.234324
518,Software Engineer,2,1,"Polco
4.8","$115,000 /yr (est.)",Remote,4.8,True,51 to 200 Employees,-1,Company - Private,Municipal Agencies,Government & Public Administration,Unknown / Non-Applicable,4.4,4.4,4.7,4.7,5.0,2023-05-14 14:34:01.620823
519,Software Engineer Senior (Windows Engineer),-1,1,"Sunixa Solutions
4.9",$62.50 /hr (est.),Remote,4.9,True,51 to 200 Employees,2015,Company - Public,Information Technology Support Services,Information Technology,$1 to $5 million (USD),4.9,4.7,4.9,4.9,4.9,2023-05-14 14:34:03.898386
520,Junior Software Developer,2,1,Springbrook Creek Statement Composition LLC,$31.00 /hr (est.),Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:34:06.270899
521,Software Engineer (Full Stack) - Remote,5,2,"TeamOne Logistics
4.0","$125,000 /yr (est.)","Dallas, TX",4.0,False,501 to 1000 Employees,2003,Company - Private,Taxi & Car Services,Transportation & Logistics,$25 to $100 million (USD),3.3,3.7,3.1,3.5,3.5,2023-05-14 14:34:08.583261
522,Software Engineer,3,1,Vindhya Data Science,"$105,000 /yr (est.)",Remote,-1,True,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-05-14 14:34:11.624884
