Annual Salary,Job Title,Experience,Education,Position,Company Name,Location,Rating,Is Remote,Company Old,Company Size,Founded,Type of Ownership,Industry,Sector,Revenue,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Time Unit,Scale_Company_Size,Scale_Revenue,Scale_Location
68075.0,Graphics Programmer,3.0,-1,-1,Firaxis,MD,4.4,0,27.0,51 to 200 Employees,1996,Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,3.9,3.5,4.6,3.8,4.4,yr,2.0,6.5103668261563,6.0
52500.0,Junior Programmer,2.0,1,0,Sharetec,IN,5.0,0,30.0,51 to 200 Employees,1993,Private,Software Development,Information Technology,Unknown / Non-Applicable,5.0,4.0,5.0,5.0,5.0,yr,2.0,6.5103668261563,22.0
186150.0,Senior/Principal AI Programmer,3.0,1,1,Tencent,WA,4.0,0,25.0,10000+ Employees,1998,Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.0,4.1,3.9,3.7,3.3,yr,7.0,6.5103668261563,8.0
73865.0,Gameplay Programmer,2.0,1,-1,High Voltage Software,LA,2.4,0,30.0,51 to 200 Employees,1993,Private,Sports & Recreation,"Arts, Entertainment & Recreation",$5 to $25 million (USD),2.7,2.5,2.5,2.3,2.8,yr,2.0,3.0,3.0
97254.0,Gameplay Programmer - DUNE,3.0,-1,-1,Funcom,NC,3.5,0,30.0,201 to 500 Employees,1993,Private,Video Game Publishing,Media & Communication,$5 to $25 million (USD),3.1,3.1,3.5,2.9,3.6,yr,3.0,3.0,19.0
75000.0,C++ Programmer (Gaming),3.0,1,-1,TapBlaze,CA,5.0,0,11.0,1 to 50 Employees,2012,Private,Video Game Publishing,Media & Communication,$1 to $5 million (USD),3.627686375321336,3.69159383033419,3.803007712082262,3.490668380462725,3.76120822622108,yr,1.0,2.0,4.0
104450.0,Gameplay Programmer: Ambient Population (All Levels),2.0,1,0,Rockstar Games San Diego & Toronto,CA,4.3,0,25.0,1001 to 5000 Employees,1998,Subsidiary or Business Segment,Video Game Publishing,Media & Communication,$5 to $25 million (USD),4.1,4.3,4.2,3.9,4.0,yr,5.0,3.0,4.0
77537.0,Junior Software Engineer,6.0,1,0,"Applied Research Associates, Inc",FL,4.2,0,44.0,1001 to 5000 Employees,1979,Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),4.0,4.0,4.3,4.1,4.3,yr,5.0,6.0,7.0
215000.0,"Rendering / Graphics Programmer (Unannounced AAA Game, UE5)",3.0,2,-1,Yotta Games,CA,2.5,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,2.8,3.3,2.6,2.5,2.4,yr,4.464377406931964,6.5103668261563,4.0
145250.0,Unity Gameplay Programmer (Staff/Senior),4.0,1,-1,"Obsidian Entertainment, Inc.",CA,3.5,0,20.0,51 to 200 Employees,2003,Private,Video Game Publishing,Media & Communication,Unknown / Non-Applicable,3.1,3.2,3.5,3.0,3.6,yr,2.0,6.5103668261563,4.0
102300.0,Associate Audio Programmer,2.0,1,-1,Tencent,CA,4.0,0,25.0,10000+ Employees,1998,Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.0,4.1,3.9,3.7,3.3,yr,7.0,6.5103668261563,4.0
80000.0,Gameplay Programmer (Unreal),3.0,2,-1,Triiodide Studios,Remote,3.857459266802444,1,37.640253565768624,-1,-1,Private,Unknown,-1,-1,3.627686375321336,3.69159383033419,3.803007712082262,3.490668380462725,3.76120822622108,yr,4.464377406931964,6.5103668261563,1.0
78184.0,AI Programmer (all levels),3.0,-1,-1,ZeniMax Media Inc.,TX,3.7,0,24.0,201 to 500 Employees,1999,Private,Video Game Publishing,Media & Communication,Unknown / Non-Applicable,3.1,3.4,3.7,3.2,3.9,yr,3.0,6.5103668261563,12.0
104451.0,Animation Gameplay Programmer (All Levels),3.0,1,0,Rockstar Games San Diego & Toronto,CA,4.3,0,25.0,1001 to 5000 Employees,1998,Subsidiary or Business Segment,Video Game Publishing,Media & Communication,$5 to $25 million (USD),4.1,4.3,4.2,3.9,4.0,yr,5.0,3.0,4.0
62433.0,"Designer, UI",2.0,2,-1,Warner Bros. Discovery,IL,3.8,0,20.0,10000+ Employees,2003,Public,Film Production,Media & Communication,$10+ billion (USD),3.3,3.6,3.7,3.2,3.7,yr,7.0,9.0,27.0
52500.0,Junior Programmer,3.0,1,0,Sharetec Systems Inc,IN,3.3,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,2.8,3.1,3.1,3.1,2.7,yr,4.464377406931964,6.5103668261563,22.0
65750.0,Educational Computer Programmer/Analyst at the Naval Postgraduate School,3.0,1,1,Oneida ESC Group,CA,3.7,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,3.8,4.0,3.6,3.3,3.5,yr,4.464377406931964,6.5103668261563,4.0
99352.0,Software Engineer,3.0,2,1,Warner Bros. Discovery,IL,3.8,0,20.0,10000+ Employees,2003,Public,Film Production,Media & Communication,$10+ billion (USD),3.3,3.6,3.7,3.2,3.7,yr,7.0,9.0,27.0
220000.0,"Senior Physics Programmer (Unannounced AAA Game, UE5)",5.0,2,1,Yotta Games,CA,2.5,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,2.8,3.3,2.6,2.5,2.4,yr,4.464377406931964,6.5103668261563,4.0
38603.0,Undergraduate Research Assistant: Unity Programmer,0.0,2,1,University of Kansas,KS,4.1,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,3.6,3.3,3.9,3.6,4.1,yr,4.464377406931964,6.5103668261563,39.0
104451.0,Animation Gameplay Programmer (All Levels),3.0,1,-1,Rockstar Games,CA,4.3,0,25.0,1001 to 5000 Employees,1998,Subsidiary or Business Segment,Video Game Publishing,Media & Communication,$5 to $25 million (USD),4.1,4.3,4.2,3.9,4.0,yr,5.0,3.0,4.0
87059.0,UE Gameplay Programmer,4.0,1,-1,Pure Imagination Studios,CA,3.0,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,3.0,3.6,3.2,3.0,3.4,yr,4.464377406931964,6.5103668261563,4.0
66126.0,Programmer Analyst,5.0,1,0,University of Missouri,MO,3.8,0,184.0,10000+ Employees,1839,College / University,Colleges & Universities,Education,$1 to $5 billion (USD),3.6,3.3,3.6,3.4,3.8,yr,7.0,7.0,34.0
186150.0,Technical Director – Lightspeed LA,6.0,2,1,Tencent,CA,4.0,0,25.0,10000+ Employees,1998,Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.0,4.1,3.9,3.7,3.3,yr,7.0,6.5103668261563,4.0
76450.0,ROBLOX- Gameplay Programmer,3.0,-1,-1,"Jazplus, LLC",CA,3.857459266802444,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,3.627686375321336,3.69159383033419,3.803007712082262,3.490668380462725,3.76120822622108,yr,4.464377406931964,6.5103668261563,4.0
82190.0,"Programmer, Tools - DCUO",3.0,-1,-1,Daybreak Games,TX,2.7,0,8.0,201 to 500 Employees,2015,Private,Video Game Publishing,Media & Communication,Unknown / Non-Applicable,2.7,3.0,2.9,2.2,3.3,yr,3.0,6.5103668261563,12.0
62061.0,iSeries / AS400 RPG Programmer,5.0,1,1,Berkshire eSupply,MI,1.4,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,1.1,2.0,1.3,1.0,1.3,yr,4.464377406931964,6.5103668261563,9.0
56660.0,Computer Programmer,5.0,1,-1,"Integration Innovation, Inc.",MD,4.2,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,4.1,4.2,4.2,4.0,4.2,yr,4.464377406931964,6.5103668261563,6.0
113335.0,Senior Game Engineer - Full Time,7.0,1,0,Filament Games,WI,4.9,0,18.0,51 to 200 Employees,2005,Private,Other,Education,$1 to $5 million (USD),3.9,3.9,4.5,4.6,4.9,yr,2.0,2.0,21.0
66126.0,Programmer Analyst,5.0,1,0,University of Missouri - Kansas City,MO,3.9,0,184.0,5001 to 10000 Employees,1839,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,3.3,3.0,3.7,3.3,3.7,yr,6.0,6.5103668261563,34.0
82649.0,Engine Tools Programmer,3.0,2,-1,Pure Imagination Studios,CA,3.0,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,3.0,3.6,3.2,3.0,3.4,yr,4.464377406931964,6.5103668261563,4.0
177500.0,Product Engineer (Frontend),3.0,1,-1,Brilliant,CA,3.857459266802444,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,3.627686375321336,3.69159383033419,3.803007712082262,3.490668380462725,3.76120822622108,yr,4.464377406931964,6.5103668261563,4.0
188980.0,Lead Audio Programmer (Skeleton Key),7.0,1,1,Wizards of the Coast,TX,2.9,0,24.0,1001 to 5000 Employees,1999,Subsidiary or Business Segment,Culture & Entertainment,"Arts, Entertainment & Recreation",$1 to $5 billion (USD),2.4,2.8,2.8,2.2,3.0,yr,5.0,7.0,12.0
137500.0,Gameplay Engineer,2.0,1,-1,Striking Distance Studios,CA,4.0,0,4.0,201 to 500 Employees,2019,Private,Video Game Publishing,Media & Communication,Unknown / Non-Applicable,3.8,4.5,3.9,3.5,4.2,yr,3.0,6.5103668261563,4.0
195000.0,Senior Android Engineer,4.0,1,1,Brilliant,CA,4.1,0,14.0,51 to 200 Employees,2009,Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,4.2,4.0,4.3,4.2,4.3,yr,2.0,6.5103668261563,4.0
57344.0,3D Content Developer,2.0,2,1,"AvaCon, Inc.",MA,3.6,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,2.7,3.1,2.6,1.8,3.7,yr,4.464377406931964,6.5103668261563,14.0
125128.0,Sr Tools Programmer,4.0,1,-1,PlayStation Global,CA,4.0,0,29.0,5001 to 10000 Employees,1994,Subsidiary or Business Segment,Video Game Publishing,Media & Communication,$10+ billion (USD),3.4,3.7,3.9,3.4,3.8,yr,6.0,9.0,4.0
108682.0,Software Engineer,3.0,1,-1,Big Huge Games,MD,4.4,0,10.0,51 to 200 Employees,2013,Subsidiary or Business Segment,Video Game Publishing,Media & Communication,Unknown / Non-Applicable,3.8,3.8,4.5,4.0,4.5,yr,2.0,6.5103668261563,6.0
66534.0,Senior Gameplay Programmer [New IP],2.0,1,0,PUBG Madison,WI,4.3,0,6.0,501 to 1000 Employees,2017,Private,Video Game Publishing,Media & Communication,$500 million to $1 billion (USD),4.3,4.3,4.0,3.6,3.9,yr,4.0,7.0,21.0
173190.0,Lead Gameplay Programmer,10.0,1,1,Activision,CA,3.2,0,44.0,1001 to 5000 Employees,1979,Subsidiary or Business Segment,Video Game Publishing,Media & Communication,$500 million to $1 billion (USD),3.1,3.1,3.2,3.0,3.0,yr,5.0,7.0,4.0
73928.0,UI Designer / 2D Artist,2.0,2,1,Kava LLC,GA,1.0,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,1.0,1.0,1.0,2.0,2.0,yr,4.464377406931964,6.5103668261563,18.0
61630.0,IT Applications System Analyst I - Healthcare Applications,2.0,1,1,Milwaukee County,WI,2.8,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,2.5,3.4,2.6,2.6,2.8,yr,4.464377406931964,6.5103668261563,21.0
100126.0,Database Developer III,3.0,1,1,Konami Gaming Inc,NV,2.2,0,26.0,201 to 500 Employees,1997,Public,Machinery Manufacturing,Manufacturing,$25 to $100 million (USD),2.2,2.7,1.9,1.8,2.5,yr,3.0,6.5103668261563,37.0
78020.0,Gameplay Programmer,2.0,1,-1,ZeniMax Media Inc.,TX,3.7,0,24.0,201 to 500 Employees,1999,Private,Video Game Publishing,Media & Communication,Unknown / Non-Applicable,3.1,3.4,3.7,3.2,3.9,yr,3.0,6.5103668261563,12.0
74840.0,Intermediate Game Programmer,3.0,1,-1,"Applied Research Associates, Inc",NC,4.2,0,44.0,1001 to 5000 Employees,1979,Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),4.0,4.0,4.3,4.1,4.3,yr,5.0,6.0,19.0
201450.0,Senior Gameplay Programmer,6.0,2,-1,Epic Games,CA,4.2,0,32.0,1001 to 5000 Employees,1991,Private,Video Game Publishing,Media & Communication,Unknown / Non-Applicable,3.9,4.6,4.1,3.6,3.9,yr,5.0,6.5103668261563,4.0
64300.0,AI Combat Designer,3.0,-1,-1,Amazon.com Services LLC,CA,3.8,0,29.0,10000+ Employees,1994,Public,Internet & Web Services,Information Technology,$10+ billion (USD),3.8,3.9,3.7,3.4,3.3,yr,7.0,9.0,4.0
91189.0,Senior Gameplay Programmer [New IP],3.0,1,0,KRAFTON,WI,4.0,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,4.0,4.0,4.0,2.0,3.0,yr,4.464377406931964,6.5103668261563,21.0
108158.0,Senior Gameplay Programmer,7.0,2,1,Bethesda Game Studios,TX,3.4,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,2.4,3.3,3.6,2.3,3.9,yr,4.464377406931964,6.5103668261563,12.0
85000.0,Software Engineer,3.0,1,1,Architecture Technology Corporation (ATCorp),MN,4.1,0,42.0,51 to 200 Employees,1981,Private,Computer Hardware Development,Information Technology,$5 to $25 million (USD),3.9,3.9,3.9,4.1,4.5,yr,2.0,3.0,13.0
57200.0,Game Engine Programmer - Physical Therapy,3.0,1,1,Virginia Commonwealth University,VA,4.0,0,55.0,10000+ Employees,1968,College / University,Colleges & Universities,Education,$500 million to $1 billion (USD),3.8,3.6,4.0,3.5,3.9,hr,7.0,7.0,17.0
85581.0,Software Programmers - Full time,3.0,2,-1,ZBrush,CA,2.0,0,26.0,1 to 50 Employees,1997,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,$25 to $100 million (USD),1.0,1.0,1.0,1.0,4.0,yr,1.0,6.5103668261563,4.0
125500.0,Gameplay Engineer,5.0,1,-1,Turtle Rock Studios,CA,4.2,0,14.0,51 to 200 Employees,2009,Private,Video Game Publishing,Media & Communication,Unknown / Non-Applicable,3.8,4.6,4.2,3.8,4.2,yr,2.0,6.5103668261563,4.0
81357.0,Sr. Game Designer,5.0,1,0,Esports Now LLC,FL,3.857459266802444,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,3.627686375321336,3.69159383033419,3.803007712082262,3.490668380462725,3.76120822622108,yr,4.464377406931964,6.5103668261563,7.0
159201.0,Senior Software Engineer (Remote),6.0,1,1,PlayQ,CA,4.7,0,16.0,51 to 200 Employees,2007,Private,Video Game Publishing,Media & Communication,Unknown / Non-Applicable,4.6,4.6,4.7,4.8,4.7,yr,2.0,6.5103668261563,4.0
112748.0,Senior Network Gameplay Programmer,5.0,1,1,Big Red Button,CA,3.857459266802444,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,3.627686375321336,3.69159383033419,3.803007712082262,3.490668380462725,3.76120822622108,yr,4.464377406931964,6.5103668261563,4.0
62784.0,UI Artist,3.0,1,1,Gearbox Software,TX,3.8,0,24.0,501 to 1000 Employees,1999,Private,Computer Hardware Development,Information Technology,$25 to $100 million (USD),3.3,3.4,3.8,3.6,4.1,yr,4.0,6.5103668261563,12.0
161800.0,Senior Graphics Programmer,5.0,2,0,Rockstar Games San Diego & Toronto,CA,4.3,0,25.0,1001 to 5000 Employees,1998,Subsidiary or Business Segment,Video Game Publishing,Media & Communication,$5 to $25 million (USD),4.1,4.3,4.2,3.9,4.0,yr,5.0,3.0,4.0
172500.0,Senior Gameplay Engineer,5.0,1,-1,Striking Distance Studios,CA,4.0,0,4.0,201 to 500 Employees,2019,Private,Video Game Publishing,Media & Communication,Unknown / Non-Applicable,3.8,4.5,3.9,3.5,4.2,yr,3.0,6.5103668261563,4.0
83257.0,Senior Gameplay Programmer,5.0,1,1,Gearbox Software,TX,3.8,0,24.0,501 to 1000 Employees,1999,Private,Computer Hardware Development,Information Technology,$25 to $100 million (USD),3.3,3.4,3.8,3.6,4.1,yr,4.0,6.5103668261563,12.0
66693.0,Graphics Programmer (All Levels),1.0,1,-1,Rockstar Games,MA,4.3,0,25.0,1001 to 5000 Employees,1998,Subsidiary or Business Segment,Video Game Publishing,Media & Communication,$5 to $25 million (USD),4.1,4.3,4.2,3.9,4.0,yr,5.0,3.0,14.0
125500.0,Gameplay Engineer,3.0,-1,-1,Turtle Rock Studios,CA,4.2,0,14.0,51 to 200 Employees,2009,Private,Video Game Publishing,Media & Communication,Unknown / Non-Applicable,3.8,4.6,4.2,3.8,4.2,yr,2.0,6.5103668261563,4.0
127791.0,Senior Software Engineer,6.0,2,1,Warner Bros. Discovery,IL,3.8,0,20.0,10000+ Employees,2003,Public,Film Production,Media & Communication,$10+ billion (USD),3.3,3.6,3.7,3.2,3.7,yr,7.0,9.0,27.0
87500.0,Senior Unity Game Programmer,3.0,1,1,Tentworks Interactive,CA,4.5,0,5.0,1 to 50 Employees,2018,Private,Video Game Publishing,Media & Communication,Unknown / Non-Applicable,4.2,3.9,4.2,4.1,4.5,yr,1.0,6.5103668261563,4.0
61500.0,Associate Game Programmer (C++),4.0,1,0,Heavy Iron Studios,CA,4.5,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,3.8,3.5,4.6,4.6,4.8,yr,4.464377406931964,6.5103668261563,4.0
184750.0,Senior Gameplay Engineer,6.0,1,1,ProbablyMonsters,WA,2.7,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,3.0,4.1,3.0,2.7,4.4,yr,4.464377406931964,6.5103668261563,8.0
184750.0,Senior UI Engineer,6.0,1,1,ProbablyMonsters,WA,2.7,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,3.0,4.1,3.0,2.7,4.4,yr,4.464377406931964,6.5103668261563,8.0
150000.0,Senior Software Engineer,5.0,1,-1,2K,TX,3.8,0,18.0,Unknown,2005,Private,Video Game Publishing,Media & Communication,Unknown / Non-Applicable,3.7,3.7,3.8,3.3,3.5,yr,4.464377406931964,6.5103668261563,12.0
80100.0,Senior Graphics Programmer Job,5.0,1,0,The Game Group,CA,4.0,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,5.0,4.0,4.0,4.0,4.0,yr,4.464377406931964,6.5103668261563,4.0
188980.0,Lead Audio Programmer,7.0,1,1,Skeleton Key,TX,3.7,0,21.0,1 to 50 Employees,2002,Private,Information Technology Support Services,Information Technology,$1 to $5 million (USD),3.1,3.1,4.4,3.7,3.4,yr,1.0,2.0,12.0
143101.0,Senior Software Engineer,5.0,1,1,USC,CA,4.3,0,143.0,10000+ Employees,1880,College / University,Colleges & Universities,Education,$1 to $5 billion (USD),4.0,3.8,4.0,3.9,4.1,yr,7.0,7.0,4.0
81225.0,Experienced Low Level Software Engineer (C++),2.0,1,-1,Hudson River Trading,TX,4.1,0,21.0,501 to 1000 Employees,2002,Private,Research & Development,Management & Consulting,Unknown / Non-Applicable,4.1,4.6,3.9,4.2,3.6,yr,4.0,6.5103668261563,12.0
112753.0,Software Engineer,4.0,1,1,USC,CA,4.3,0,143.0,10000+ Employees,1880,College / University,Colleges & Universities,Education,$1 to $5 billion (USD),4.0,3.8,4.0,3.9,4.1,yr,7.0,7.0,4.0
106717.0,Senior Gameplay Programmer,7.0,2,1,ZeniMax Media Inc.,TX,3.7,0,24.0,201 to 500 Employees,1999,Private,Video Game Publishing,Media & Communication,Unknown / Non-Applicable,3.1,3.4,3.7,3.2,3.9,yr,3.0,6.5103668261563,12.0
111244.0,Client Software Engineer,10.0,1,1,"Lionheart Games, LLC",GA,3.2,0,4.0,1 to 50 Employees,2019,Private,Video Game Publishing,Media & Communication,Unknown / Non-Applicable,3.5,3.6,3.2,2.7,2.9,yr,1.0,6.5103668261563,18.0
103481.0,Software Engineer II,3.0,1,1,Konami Gaming Inc,NV,2.2,0,26.0,201 to 500 Employees,1997,Public,Machinery Manufacturing,Manufacturing,$25 to $100 million (USD),2.2,2.7,1.9,1.8,2.5,yr,3.0,6.5103668261563,37.0
160500.0,Senior Gameplay Engineer,5.0,1,1,Turtle Rock Studios,CA,4.2,0,14.0,51 to 200 Employees,2009,Private,Video Game Publishing,Media & Communication,Unknown / Non-Applicable,3.8,4.6,4.2,3.8,4.2,yr,2.0,6.5103668261563,4.0
184750.0,Senior Gameplay Engineer,3.0,-1,-1,ProbablyMonsters,WA,2.7,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,3.0,4.1,3.0,2.7,4.4,yr,4.464377406931964,6.5103668261563,8.0
71559.0,Game Engineer - Full Time - Multiple Levels,4.0,1,-1,Filament Games,WI,4.9,0,18.0,51 to 200 Employees,2005,Private,Other,Education,$1 to $5 million (USD),3.9,3.9,4.5,4.6,4.9,yr,2.0,2.0,21.0
80943.0,Lead Gameplay Engineer (Combat),7.0,2,1,ZeniMax Online Studios,MD,4.4,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,3.8,3.9,4.6,4.0,4.3,yr,4.464377406931964,6.5103668261563,6.0
159000.0,Senior Tools Engineer,4.0,1,-1,NCSOFT,WA,3.7,0,26.0,501 to 1000 Employees,1997,Public,Video Game Publishing,Media & Communication,Unknown / Non-Applicable,2.9,3.6,3.1,2.8,3.5,yr,4.0,6.5103668261563,8.0
113449.0,Senior Software Engineer,3.0,1,-1,Light & Wonder,MN,3.6,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,3.4,3.4,3.6,3.1,3.6,yr,4.464377406931964,6.5103668261563,13.0
118095.0,Lead Software Engineer,5.0,1,1,Parallel Plaid,FL,3.857459266802444,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,3.627686375321336,3.69159383033419,3.803007712082262,3.490668380462725,3.76120822622108,yr,4.464377406931964,6.5103668261563,7.0
119217.0,"Sr. Software Engineer, Game Platform Development",5.0,1,1,Kava LLC,GA,1.0,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,1.0,1.0,1.0,2.0,2.0,yr,4.464377406931964,6.5103668261563,18.0
110000.0,ai programmer,5.0,1,-1,Randstad,WA,3.9,0,63.0,501 to 1000 Employees,1960,Public,HR Consulting,Human Resources & Staffing,$10+ billion (USD),3.6,3.4,3.8,3.6,3.7,yr,4.0,9.0,8.0
91392.0,Software Engineer I,3.0,1,1,Konami Gaming Inc,NV,2.2,0,26.0,201 to 500 Employees,1997,Public,Machinery Manufacturing,Manufacturing,$25 to $100 million (USD),2.2,2.7,1.9,1.8,2.5,yr,3.0,6.5103668261563,37.0
159000.0,Senior Tools Engineer,4.0,1,-1,ArenaNet,WA,3.4,0,23.0,51 to 200 Employees,2000,Subsidiary or Business Segment,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3.5,3.3,3.8,3.0,4.4,yr,2.0,3.0,8.0
78777.0,Lead Gameplay Engineer (Combat),7.0,2,1,ZeniMax Media Inc.,MD,3.7,0,24.0,201 to 500 Employees,1999,Private,Video Game Publishing,Media & Communication,Unknown / Non-Applicable,3.1,3.4,3.7,3.2,3.9,yr,3.0,6.5103668261563,6.0
79270.0,Gameplay Programmer,2.0,1,-1,Bethesda Game Studios,TX,3.4,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,2.4,3.3,3.6,2.3,3.9,yr,4.464377406931964,6.5103668261563,12.0
83511.0,AI/Gameplay Programmer,1.0,1,-1,Rockstar Games,MA,4.3,0,25.0,1001 to 5000 Employees,1998,Subsidiary or Business Segment,Video Game Publishing,Media & Communication,$5 to $25 million (USD),4.1,4.3,4.2,3.9,4.0,yr,5.0,3.0,14.0
81772.0,Graphics Programmer,3.0,1,-1,PlayStation Global,CA,4.0,0,29.0,5001 to 10000 Employees,1994,Subsidiary or Business Segment,Video Game Publishing,Media & Communication,$10+ billion (USD),3.4,3.7,3.9,3.4,3.8,yr,6.0,9.0,4.0
190450.0,Senior Gameplay Programmer,6.0,2,-1,Epic Games,WA,4.2,0,32.0,1001 to 5000 Employees,1991,Private,Video Game Publishing,Media & Communication,Unknown / Non-Applicable,3.9,4.6,4.1,3.6,3.9,yr,5.0,6.5103668261563,8.0
68668.0,Game Programmer,10.0,1,-1,Incredible Technologies Inc,IL,3.4,0,38.0,201 to 500 Employees,1985,Private,Video Game Publishing,Media & Communication,$25 to $100 million (USD),2.7,3.3,3.5,2.7,3.2,yr,3.0,6.5103668261563,27.0
154338.0,Tools Programmer,7.0,1,-1,Epic Games,WA,4.2,0,32.0,1001 to 5000 Employees,1991,Private,Video Game Publishing,Media & Communication,Unknown / Non-Applicable,3.9,4.6,4.1,3.6,3.9,yr,5.0,6.5103668261563,8.0
51714.0,"Unity Game Programmer, TRADOC G-2",5.0,1,1,Yorktown Systems Group,VA,4.2,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,3.3,4.2,4.2,4.0,3.8,yr,4.464377406931964,6.5103668261563,17.0
81836.0,AI Programmer (all levels),5.0,2,1,id Software,TX,4.2,0,32.0,51 to 200 Employees,1991,Subsidiary or Business Segment,Video Game Publishing,Media & Communication,Unknown / Non-Applicable,4.0,4.4,3.9,3.5,3.7,yr,2.0,6.5103668261563,12.0
173500.0,Gameplay Programmer - Twisted Pixel Games,3.0,1,-1,Oculus,TX,3.9,0,19.0,10000+ Employees,2004,Public,Internet & Web Services,Information Technology,$10+ billion (USD),4.0,4.6,3.7,3.3,3.6,yr,7.0,9.0,12.0
70533.0,junior vr programmer,3.0,-1,-1,Perilous Orbit,WA,3.857459266802444,0,37.640253565768624,-1,-1,Private,Unknown,-1,-1,3.627686375321336,3.69159383033419,3.803007712082262,3.490668380462725,3.76120822622108,yr,4.464377406931964,6.5103668261563,8.0
