Salary Estimate,Annual Salary,Job Title,Experience,Education,Position,Company Name,Location,Rating,Is Remote,Company Old,Company Size,Founded,Type of Ownership,Industry,Sector,Revenue,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Time Unit,Scale_Company_Size,Scale_Revenue
$25.00 /hr (est.),52000.0,Textbook Sales Associate [REMOTE],5.0,2,-1,NOVY UNLIMITED,Remote,3.9,1,37.640253565768624,-1,-1,Private,-1,-1,-1,3.3,3.2,3.2,3.1,3.0,hr,4.464377406931964,6.5103668261563
$30.00 /hr (est.),62400.0,Storyboard Artist,0.0,1,1,Transfr, NY,4.5,0,5.0,51 to 200 Employees,2018,Private,Education & Training Services,Education,$1 to $5 million (USD),4.6,4.3,4.6,4.4,4.6,hr,2.0,2.0
"$117,643 /yr (est.)",117643.0,"Senior Character Artist, P13",5.0,1,1,"Cryptic Studios, Inc.", CA,3.4,0,23.0,51 to 200 Employees,2000,Subsidiary or Business Segment,Video Game Publishing,Media & Communication,$5 to $25 million (USD),3.1,3.1,3.7,3.0,4.0,yr,2.0,3.0
$18.50 /hr (est.),38480.0,3D modeler/ Multimedia artist,1.0,2,1,Video Yo, AZ,3.8574592668024437,0,37.640253565768624,-1,-1,Private,-1,-1,-1,3.6276863753213364,3.69159383033419,3.803007712082262,3.490668380462725,3.7612082262210795,hr,4.464377406931964,6.5103668261563
"$37,875 /yr (est.)",37875.0,Audio Artist 2 - Commentary Recording Engineer (Contract),0.0,2,-1,Electronic Arts, FL,4.0,0,41.0,10000+ Employees,1982,Public,Video Game Publishing,Media & Communication,$5 to $10 billion (USD),3.8,3.8,4.1,3.6,4.0,yr,7.0,8.0
"$102,882 /yr (est.)",102882.0,Senior Concept Artist (Cinematic Illustrator),7.0,1,1,PlayStation Global, OR,3.9,0,29.0,5001 to 10000 Employees,1994,Subsidiary or Business Segment,Video Game Publishing,Media & Communication,$10+ billion (USD),3.4,3.7,3.9,3.4,3.7,yr,6.0,9.0
"$146,000 /yr (est.)",146000.0,Animator,0.0,2,1,Meta,Remote,3.9,1,19.0,10000+ Employees,2004,Public,Internet & Web Services,Information Technology,$10+ billion (USD),4.0,4.6,3.7,3.3,3.6,yr,7.0,9.0
$19.00 /hr (est.),39520.0,Seasonal - Production Team Member,0.0,1,1,Blue Bottle Coffee, CA,3.7,0,21.0,501 to 1000 Employees,2002,Private,Food & Beverage Stores,Retail & Wholesale,Unknown / Non-Applicable,3.3,3.7,3.7,3.1,3.5,hr,4.0,6.5103668261563
"$72,600 /yr (est.)",72600.0,Associate Concept Artist,0.0,2,1,Tencent, CA,4.0,0,25.0,10000+ Employees,1998,Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,4.0,4.1,3.9,3.7,3.3,yr,7.0,6.5103668261563
$42.48 /hr (est.),88358.4,Environment Concept Artist,3.0,1,1,Activision, CA,3.2,0,44.0,1001 to 5000 Employees,1979,Subsidiary or Business Segment,Video Game Publishing,Media & Communication,$500 million to $1 billion (USD),3.1,3.1,3.2,3.0,3.0,hr,5.0,7.0
"$54,695 /yr (est.)",54695.0,Concept Artist / Character Designer,0.0,1,-1,Quantum Mechanix, CA,1.6,0,37.640253565768624,-1,-1,Private,-1,-1,-1,1.6,1.4,1.3,1.5,2.0,yr,4.464377406931964,6.5103668261563
"$66,450 /yr (est.)",66450.0,ROBLOX- 3D Artist,2.991297670847197,-1,-1,"Jazplus, LLC", CA,3.8574592668024437,0,37.640253565768624,-1,-1,Private,-1,-1,-1,3.6276863753213364,3.69159383033419,3.803007712082262,3.490668380462725,3.7612082262210795,yr,4.464377406931964,6.5103668261563
"$55,000 /yr (est.)",55000.0,3D Artist,2.991297670847197,-1,-1,GROVER GAMING, NC,4.5,0,10.0,201 to 500 Employees,2013,Private,Computer Hardware Development,Information Technology,$100 to $500 million (USD),4.4,4.2,4.6,4.4,4.4,yr,3.0,6.0
"$65,000 /yr (est.)",65000.0,Level Artist (Unreal),0.0,2,1,Serenity Forge, CO,2.9,0,37.640253565768624,-1,-1,Private,-1,-1,-1,2.4,1.0,2.8,2.1,2.8,yr,4.464377406931964,6.5103668261563
"$73,513 /yr (est.)",73513.0,Concept Artist,2.0,2,1,Tesla, CA,3.6,0,20.0,10000+ Employees,2003,Public,Transportation Equipment Manufacturing,Manufacturing,$1 to $5 billion (USD),3.7,3.7,3.3,3.1,2.9,yr,7.0,7.0
"$171,150 /yr (est.)",171150.0,Senior Concept Artist,0.0,1,1,Epic Games, NC,4.2,0,32.0,1001 to 5000 Employees,1991,Private,Video Game Publishing,Media & Communication,Unknown / Non-Applicable,3.9,4.6,4.1,3.6,3.9,yr,5.0,6.5103668261563
"$64,003 /yr (est.)",64003.0,Multimedia Artist - Games,2.991297670847197,-1,-1,SKYDANCE, CA,3.8,0,13.0,51 to 200 Employees,2010,Private,Film Production,Media & Communication,$1 to $5 million (USD),3.8,3.4,3.7,3.3,3.5,yr,2.0,2.0
"$94,237 /yr (est.)",94237.0,Lead Concept Artist - VR,5.0,2,1,SKYDANCE, CA,3.8,0,13.0,51 to 200 Employees,2010,Private,Film Production,Media & Communication,$1 to $5 million (USD),3.8,3.4,3.7,3.3,3.5,yr,2.0,2.0
"$115,595 /yr (est.)",115595.0,3D Artist,5.0,1,1,HTC.com, WA,3.7,0,26.0,10000+ Employees,1997,Public,Electronics Manufacturing,Manufacturing,$10+ billion (USD),3.2,3.4,3.4,3.1,3.6,yr,7.0,9.0
"$65,245 /yr (est.)",65245.0,Environment Concept Artist,3.0,2,1,Bit Reactor, MD,3.8574592668024437,0,37.640253565768624,-1,-1,Private,-1,-1,-1,3.6276863753213364,3.69159383033419,3.803007712082262,3.490668380462725,3.7612082262210795,yr,4.464377406931964,6.5103668261563
"$91,987 /yr (est.)",91987.0,Lead Character Artist - VR,5.0,2,1,SKYDANCE, CA,3.8,0,13.0,51 to 200 Employees,2010,Private,Film Production,Media & Communication,$1 to $5 million (USD),3.8,3.4,3.7,3.3,3.5,yr,2.0,2.0
"$53,621 /yr (est.)",53621.0,Environment Artist,7.0,1,-1,Epic Games, NC,4.2,0,32.0,1001 to 5000 Employees,1991,Private,Video Game Publishing,Media & Communication,Unknown / Non-Applicable,3.9,4.6,4.1,3.6,3.9,yr,5.0,6.5103668261563
$31.15 /hr (est.),64792.0,"Amazon Robotics - Technical Artist Co-op - July to December 2023, Virtual Systems",0.0,1,-1,Amazon.com Services LLC, MA,3.8,0,29.0,10000+ Employees,1994,Public,Internet & Web Services,Information Technology,$10+ billion (USD),3.8,3.9,3.7,3.4,3.3,hr,7.0,9.0
"$43,612 /yr (est.)",43612.0,Junior Concept Artist - CONAN EXILES,2.991297670847197,-1,-1,Funcom, NC,3.3,0,30.0,201 to 500 Employees,1993,Private,Video Game Publishing,Media & Communication,$5 to $25 million (USD),3.0,3.0,3.4,2.8,3.4,yr,3.0,3.0
"$165,200 /yr (est.)",165200.0,Senior Character Artist,10.0,1,1,Microsoft, WA,4.3,0,48.0,10000+ Employees,1975,Public,Computer Hardware Development,Information Technology,$10+ billion (USD),4.1,4.1,4.3,3.9,4.1,yr,7.0,9.0
"$52,203 /yr (est.)",52203.0,Associate Animator,0.0,2,1,Electronic Arts, FL,4.0,0,41.0,10000+ Employees,1982,Public,Video Game Publishing,Media & Communication,$5 to $10 billion (USD),3.8,3.8,4.1,3.6,4.0,yr,7.0,8.0
"$83,368 /yr (est.)",83368.0,Senior Environment Artist,7.0,1,1,Epic Games, NC,4.2,0,32.0,1001 to 5000 Employees,1991,Private,Video Game Publishing,Media & Communication,Unknown / Non-Applicable,3.9,4.6,4.1,3.6,3.9,yr,5.0,6.5103668261563
"$152,500 /yr (est.)",152500.0,"VR ART, TECHNICAL ARTIST",3.0,1,-1,Meta, CA,3.9,0,19.0,10000+ Employees,2004,Public,Internet & Web Services,Information Technology,$10+ billion (USD),4.0,4.6,3.7,3.3,3.6,yr,7.0,9.0
"$95,530 /yr (est.)",95530.0,Technical Artist,3.0,1,-1,Funovus, CA,3.8574592668024437,0,37.640253565768624,-1,-1,Private,-1,-1,-1,3.6276863753213364,3.69159383033419,3.803007712082262,3.490668380462725,3.7612082262210795,yr,4.464377406931964,6.5103668261563
"$87,209 /yr (est.)",87209.0,SENIOR 3D ARTIST,5.0,1,1,Heartwood, CA,1.5,0,37.640253565768624,-1,-1,Private,-1,-1,-1,1.5,1.5,2.0,1.5,2.0,yr,4.464377406931964,6.5103668261563
"$171,150 /yr (est.)",171150.0,OS Lead Concept Artist,0.0,1,1,Epic Games, NC,4.2,0,32.0,1001 to 5000 Employees,1991,Private,Video Game Publishing,Media & Communication,Unknown / Non-Applicable,3.9,4.6,4.1,3.6,3.9,yr,5.0,6.5103668261563
"$67,500 /yr (est.)",67500.0,Technical aRTIST (JR/MID),0.0,1,-1,Gunfire Games, TX,4.3,0,9.0,51 to 200 Employees,2014,Private,Video Game Publishing,Media & Communication,Unknown / Non-Applicable,4.2,3.7,4.3,4.0,4.6,yr,2.0,6.5103668261563
"$45,341 /yr (est.)",45341.0,Outsourcing Character Artist 2,5.0,1,1,Electronic Arts, FL,4.0,0,41.0,10000+ Employees,1982,Public,Video Game Publishing,Media & Communication,$5 to $10 billion (USD),3.8,3.8,4.1,3.6,4.0,yr,7.0,8.0
"$122,881 /yr (est.)",122881.0,Senior Character Artist (Contract),5.0,1,1,PlayStation Global, CA,3.9,0,29.0,5001 to 10000 Employees,1994,Subsidiary or Business Segment,Video Game Publishing,Media & Communication,$10+ billion (USD),3.4,3.7,3.9,3.4,3.7,yr,6.0,9.0
"$80,909 /yr (est.)",80909.0,Character Designer,3.0,1,-1,Super Evil Megacorp, CA,3.8,0,11.0,51 to 200 Employees,2012,Private,Video Game Publishing,Media & Communication,$5 to $25 million (USD),3.8,3.3,3.9,3.7,3.7,yr,2.0,3.0
"$66,500 /yr (est.)",66500.0,Junior Producer,4.0,1,0,Translation, CA,4.0,0,19.0,51 to 200 Employees,2004,Private,Advertising & Public Relations,Media & Communication,$25 to $100 million (USD),3.5,3.4,3.6,3.4,3.2,yr,2.0,6.5103668261563
"$76,015 /yr (est.)",76015.0,Technical Artist,5.0,1,-1,Oxide Games, MD,3.8574592668024437,0,37.640253565768624,-1,-1,Private,-1,-1,-1,3.6276863753213364,3.69159383033419,3.803007712082262,3.490668380462725,3.7612082262210795,yr,4.464377406931964,6.5103668261563
"$135,000 /yr (est.)",135000.0,Senior Character Concept Artist,6.0,1,1,Moonton Games, CA,3.8574592668024437,0,37.640253565768624,-1,-1,Private,-1,-1,-1,3.6276863753213364,3.69159383033419,3.803007712082262,3.490668380462725,3.7612082262210795,yr,4.464377406931964,6.5103668261563
"$102,333 /yr (est.)",102333.0,Sr Environment Concept Artist,3.0,1,1,PlayStation Global, CA,3.9,0,29.0,5001 to 10000 Employees,1994,Subsidiary or Business Segment,Video Game Publishing,Media & Communication,$10+ billion (USD),3.4,3.7,3.9,3.4,3.7,yr,6.0,9.0
"$52,077 /yr (est.)",52077.0,Lead 3D Artist,0.0,1,1,Gearbox Software, TX,3.8,0,24.0,501 to 1000 Employees,1999,Private,Computer Hardware Development,Information Technology,$25 to $100 million (USD),3.3,3.4,3.8,3.6,4.1,yr,4.0,6.5103668261563
"$64,417 /yr (est.)",64417.0,Senior Concept Artist,7.0,1,1,Epic Games, NC,4.2,0,32.0,1001 to 5000 Employees,1991,Private,Video Game Publishing,Media & Communication,Unknown / Non-Applicable,3.9,4.6,4.1,3.6,3.9,yr,5.0,6.5103668261563
"$115,489 /yr (est.)",115489.0,Lead Technical Artist - VR,5.0,2,1,SKYDANCE, CA,3.8,0,13.0,51 to 200 Employees,2010,Private,Film Production,Media & Communication,$1 to $5 million (USD),3.8,3.4,3.7,3.3,3.5,yr,2.0,2.0
"$64,076 /yr (est.)",64076.0,Character Artist,3.0,1,1,ZeniMax Media Inc., TX,3.7,0,24.0,201 to 500 Employees,1999,Private,Video Game Publishing,Media & Communication,Unknown / Non-Applicable,3.1,3.4,3.7,3.2,3.9,yr,3.0,6.5103668261563
"$52,047 /yr (est.)",52047.0,Junior Technical Artist,6.0,1,0,"Applied Research Associates, Inc", FL,4.2,0,44.0,1001 to 5000 Employees,1979,Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),4.0,4.0,4.3,4.1,4.3,yr,5.0,6.0
"$115,000 /yr (est.)",115000.0,Lead UI Artist,5.0,1,1,Tempo,Remote,3.8,1,6.0,51 to 200 Employees,2017,Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.8,4.0,4.0,3.7,4.2,yr,2.0,6.5103668261563
"$66,500 /yr (est.)",66500.0,Junior Producer,4.0,1,0,UnitedMasters, CA,3.9,0,6.0,51 to 200 Employees,2017,Private,Broadcast Media,Media & Communication,Unknown / Non-Applicable,3.8,4.0,3.9,3.5,3.6,yr,2.0,6.5103668261563
"$68,121 /yr (est.)",68121.0,3D Effects Artist (Mid Level),2.0,1,1,Pure Imagination Studios, NY,3.0,0,37.640253565768624,-1,-1,Private,-1,-1,-1,3.0,3.6,3.2,3.0,3.4,yr,4.464377406931964,6.5103668261563
"$91,238 /yr (est.)",91238.0,Senior Character Artist,5.0,1,0,Ubisoft, NC,3.8,0,37.0,10000+ Employees,1986,Public,Video Game Publishing,Media & Communication,$1 to $5 billion (USD),3.6,3.1,3.9,3.3,4.2,yr,7.0,7.0
"$77,268 /yr (est.)",77268.0,LEAD ENVIRONMENT ARTIST,0.0,1,1,The Rogue Initiative, CA,1.0,0,37.640253565768624,-1,-1,Private,-1,-1,-1,3.6276863753213364,3.69159383033419,3.803007712082262,3.490668380462725,3.7612082262210795,yr,4.464377406931964,6.5103668261563
"$142,500 /yr (est.)",142500.0,Illustrator,0.0,1,-1,Brilliant,Remote,4.1,1,14.0,51 to 200 Employees,2009,Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,4.2,4.0,4.2,4.2,4.3,yr,2.0,6.5103668261563
"$68,581 /yr (est.)",68581.0,3D Artist,2.991297670847197,-1,-1,CrazyTiger Games,Remote,3.8574592668024437,1,37.640253565768624,-1,-1,Private,-1,-1,-1,3.6276863753213364,3.69159383033419,3.803007712082262,3.490668380462725,3.7612082262210795,yr,4.464377406931964,6.5103668261563
"$89,219 /yr (est.)",89219.0,"3D Artist, Environment",0.0,1,-1,Funovus, CA,3.8574592668024437,0,37.640253565768624,-1,-1,Private,-1,-1,-1,3.6276863753213364,3.69159383033419,3.803007712082262,3.490668380462725,3.7612082262210795,yr,4.464377406931964,6.5103668261563
$48.39 /hr (est.),100651.2,ART - Concept Artist,2.0,1,1,Sucker Punch Productions,Remote,3.5,1,26.0,51 to 200 Employees,1997,Private,Video Game Publishing,Media & Communication,Unknown / Non-Applicable,3.0,3.7,3.3,3.1,3.4,hr,2.0,6.5103668261563
"$170,000 /yr (est.)",170000.0,Environment Artist,4.0,1,-1,Zoox, CA,4.1,0,9.0,1001 to 5000 Employees,2014,Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,3.8,3.8,4.0,3.5,3.5,yr,5.0,6.5103668261563
"$65,532 /yr (est.)",65532.0,Concept Artist (Retro Studios),0.0,1,1,Nintendo, TX,4.6,0,37.640253565768624,-1,-1,Private,-1,-1,-1,4.0,4.3,4.4,4.2,4.1,yr,4.464377406931964,6.5103668261563
"$68,581 /yr (est.)",68581.0,3D Artist,1.0,2,-1,CrazyTiger Games,Remote,3.8574592668024437,1,37.640253565768624,-1,-1,Private,-1,-1,-1,3.6276863753213364,3.69159383033419,3.803007712082262,3.490668380462725,3.7612082262210795,yr,4.464377406931964,6.5103668261563
"$94,500 /yr (est.)",94500.0,Gameplay Animator,0.0,2,1,That's No Moon Entertainment, CA,3.8574592668024437,0,37.640253565768624,-1,-1,Private,-1,-1,-1,3.6276863753213364,3.69159383033419,3.803007712082262,3.490668380462725,3.7612082262210795,yr,4.464377406931964,6.5103668261563
"$130,000 /yr (est.)",130000.0,Technical Animator,0.0,1,1,Paradox Interactive, CA,3.2,0,24.0,501 to 1000 Employees,1999,Public,Video Game Publishing,Media & Communication,$100 to $500 million (USD),3.2,2.5,3.3,2.7,3.9,yr,4.0,6.0
"$36,264 /yr (est.)",36264.0,MOCAP CLEANER / ANIMATOR 3D,0.0,2,1,CGBot, TX,3.4,0,37.640253565768624,-1,-1,Private,-1,-1,-1,3.7,2.7,3.1,3.3,2.8,yr,4.464377406931964,6.5103668261563
"$116,979 /yr (est.)",116979.0,Senior 3D Generalist Animator/Unity Developer,0.0,1,1,Lawrence Livermore National Laboratory, CA,4.4,0,71.0,5001 to 10000 Employees,1952,Government,National Agencies,Government & Public Administration,$1 to $5 billion (USD),4.3,4.0,4.3,4.1,4.6,yr,6.0,7.0
"$88,550 /yr (est.)",88550.0,Animator - Performance Production,4.0,1,0,Rockstar Games New York & New England, NY,3.8574592668024437,0,37.640253565768624,-1,-1,Private,-1,-1,-1,3.6276863753213364,3.69159383033419,3.803007712082262,3.490668380462725,3.7612082262210795,yr,4.464377406931964,6.5103668261563
"$56,170 /yr (est.)",56170.0,"Forensic Animator - Charlotte, NC",4.0,1,1,Delta |v| Forensic Engineering, NC,4.5,0,37.640253565768624,-1,-1,Private,-1,-1,-1,4.3,3.8,4.7,4.6,4.0,yr,4.464377406931964,6.5103668261563
"$106,157 /yr (est.)",106157.0,Senior Character Artist,5.0,1,1,"Cryptic Studios, Inc.", CA,3.3,0,23.0,51 to 200 Employees,2000,Subsidiary or Business Segment,Video Game Publishing,Media & Communication,$5 to $25 million (USD),3.1,3.1,3.7,2.9,4.0,yr,2.0,3.0
"$57,500 /yr (est.)",57500.0,Gameplay Animator,2.0,1,-1,Turn Me Up, CA,3.0,0,37.640253565768624,-1,-1,Private,-1,-1,-1,3.0,2.0,3.0,2.0,5.0,yr,4.464377406931964,6.5103668261563
"$113,950 /yr (est.)",113950.0,ILMxLAB Technical Animator,4.0,2,1,Disney, CA,3.9,0,100.0,10000+ Employees,1923,Public,Film Production,Media & Communication,$10+ billion (USD),3.6,3.7,3.9,3.3,3.4,yr,7.0,9.0
"$89,561 /yr (est.)",89561.0,Lead Animator,5.0,2,1,Warner Bros. Discovery, IL,3.8,0,20.0,10000+ Employees,2003,Public,Film Production,Media & Communication,$10+ billion (USD),3.3,3.6,3.7,3.2,3.7,yr,7.0,9.0
"$55,563 /yr (est.)",55563.0,Senior 3D Animator / Artist,0.0,2,-1,Light & Wonder, NV,3.6,0,37.640253565768624,-1,-1,Private,-1,-1,-1,3.4,3.4,3.6,3.1,3.6,yr,4.464377406931964,6.5103668261563
"$163,400 /yr (est.)",163400.0,Senior 3D Animator II,10.0,2,1,Electronic Arts, CA,4.0,0,41.0,10000+ Employees,1982,Public,Video Game Publishing,Media & Communication,$5 to $10 billion (USD),3.8,3.8,4.1,3.6,4.0,yr,7.0,8.0
"$76,417 /yr (est.)",76417.0,Senior Animator,0.0,1,1,Arkane Studios, TX,3.4,0,37.640253565768624,-1,-1,Private,-1,-1,-1,3.1,3.9,3.8,3.4,3.9,yr,4.464377406931964,6.5103668261563
"$114,000 /yr (est.)",114000.0,Technical Animator,2.991297670847197,-1,-1,"Obsidian Entertainment, Inc.", CA,3.5,0,20.0,51 to 200 Employees,2003,Private,Video Game Publishing,Media & Communication,Unknown / Non-Applicable,3.1,3.2,3.5,3.0,3.6,yr,2.0,6.5103668261563
"$90,000 /yr (est.)",90000.0,Technical Artist 2D,3.0,2,-1,Hero Trainer, IL,3.8574592668024437,0,37.640253565768624,-1,-1,Private,-1,-1,-1,3.6276863753213364,3.69159383033419,3.803007712082262,3.490668380462725,3.7612082262210795,yr,4.464377406931964,6.5103668261563
"$127,500 /yr (est.)",127500.0,Senior Animator - Remote or On Site,5.0,2,1,Studio Wildcard, WA,3.9,0,9.0,51 to 200 Employees,2014,Private,Video Game Publishing,Media & Communication,Unknown / Non-Applicable,3.8,4.1,3.9,3.1,2.9,yr,2.0,6.5103668261563
"$73,437 /yr (est.)",73437.0,Unreal Engine Technical Animator,0.0,2,-1,Virtuix, TX,3.9,0,10.0,1 to 50 Employees,2013,Private,Video Game Publishing,Media & Communication,Unknown / Non-Applicable,3.6,4.3,3.8,3.7,4.1,yr,1.0,6.5103668261563
"$115,100 /yr (est.)",115100.0,Senior Animator - Overwatch 2,5.0,1,1,Blizzard Entertainment, CA,3.6,0,32.0,1001 to 5000 Employees,1991,Subsidiary or Business Segment,Video Game Publishing,Media & Communication,$1 to $5 billion (USD),3.3,3.2,3.6,3.0,3.9,yr,5.0,7.0
"$112,500 /yr (est.)",112500.0,SENIOR CHARACTER ANIMATOR,5.0,2,1,Evil Eye Pictures, CA,4.9,0,19.0,1 to 50 Employees,2004,Private,Film Production,Media & Communication,$5 to $25 million (USD),4.5,4.4,4.9,4.7,4.9,yr,1.0,3.0
"$113,950 /yr (est.)",113950.0,ILMxLAB Technical Animator,4.0,2,1,Industrial Light & Magic, CA,4.0,0,52.0,501 to 1000 Employees,1971,Subsidiary or Business Segment,Film Production,Media & Communication,$100 to $500 million (USD),3.5,3.3,3.5,3.4,3.3,yr,4.0,6.0
"$70,182 /yr (est.)",70182.0,Senior Motion Graphics Designer/Animator,5.0,2,1,The Florida Panthers, FL,3.3,0,30.0,201 to 500 Employees,1993,Private,Sports & Recreation,"Arts, Entertainment & Recreation",$1 to $5 million (USD),3.1,3.3,3.3,3.2,3.3,yr,3.0,2.0
"$138,550 /yr (est.)",138550.0,"Senior Animator, Gameplay - Diablo IV | Albany, NY or Irvine, CA",5.0,1,1,Blizzard Entertainment, CA,3.6,0,32.0,1001 to 5000 Employees,1991,Subsidiary or Business Segment,Video Game Publishing,Media & Communication,$1 to $5 billion (USD),3.3,3.2,3.6,3.0,3.9,yr,5.0,7.0
"$88,550 /yr (est.)",88550.0,Animator - Performance Production,4.0,1,-1,Rockstar Games,LA,4.3,0,25.0,1001 to 5000 Employees,1998,Subsidiary or Business Segment,Video Game Publishing,Media & Communication,$5 to $25 million (USD),4.1,4.3,4.2,3.9,4.0,yr,5.0,3.0
"$132,500 /yr (est.)",132500.0,Senior Gameplay Animator,2.991297670847197,-1,-1,Crystal Dynamics, WA,4.0,0,31.0,51 to 200 Employees,1992,Subsidiary or Business Segment,Video Game Publishing,Media & Communication,$5 to $25 million (USD),3.9,3.8,4.2,3.5,3.4,yr,2.0,3.0
"$99,190 /yr (est.)",99190.0,Senior Animator,5.0,1,1,Aristocrat, NV,4.0,0,70.0,5001 to 10000 Employees,1953,Public,Gambling,"Arts, Entertainment & Recreation",$1 to $5 billion (USD),3.8,4.0,4.1,3.8,4.1,yr,6.0,7.0
$42.48 /hr (est.),88358.4,Character Technical Artist,3.0,2,-1,Blizzard Entertainment, CA,3.6,0,32.0,1001 to 5000 Employees,1991,Subsidiary or Business Segment,Video Game Publishing,Media & Communication,$1 to $5 billion (USD),3.3,3.2,3.6,3.0,3.9,hr,5.0,7.0
"$87,229 /yr (est.)",87229.0,Animation Tools and Pipeline Programmer,0.0,1,-1,PlayStation Global, CA,4.0,0,29.0,5001 to 10000 Employees,1994,Subsidiary or Business Segment,Video Game Publishing,Media & Communication,$10+ billion (USD),3.4,3.7,3.9,3.4,3.8,yr,6.0,9.0
"$134,400 /yr (est.)",134400.0,Senior Viewmodel Animator (Star Wars FPS),5.0,2,1,Electronic Arts, CA,4.0,0,41.0,10000+ Employees,1982,Public,Video Game Publishing,Media & Communication,$5 to $10 billion (USD),3.8,3.8,4.1,3.6,4.0,yr,7.0,8.0
"$136,500 /yr (est.)",136500.0,"Lead Artist, Facial Animation (Cinematics)",8.0,1,1,Warner Bros. Discovery, WA,3.8,0,20.0,10000+ Employees,2003,Public,Film Production,Media & Communication,$10+ billion (USD),3.3,3.6,3.7,3.2,3.7,yr,7.0,9.0
"$76,000 /yr (est.)",76000.0,Motion Designer,4.0,1,1,FanDuel, NY,4.0,0,14.0,501 to 1000 Employees,2009,Private,Sports & Recreation,"Arts, Entertainment & Recreation",$100 to $500 million (USD),3.7,3.8,4.0,3.7,3.8,yr,4.0,6.0
"$130,000 /yr (est.)",130000.0,Lead Technical Artist at Series A Gaming Startup,5.0,2,1,Recruiting From Scratch, NJ,3.9,0,4.0,1 to 50 Employees,2019,Private,Staffing & Subcontracting,Human Resources & Staffing,$1 to $5 million (USD),4.0,3.9,3.6,3.5,3.9,yr,1.0,2.0
"$74,374 /yr (est.)",74374.0,Senior Technical Animator / Character TD,0.0,2,1,id Software, TX,4.2,0,32.0,51 to 200 Employees,1991,Subsidiary or Business Segment,Video Game Publishing,Media & Communication,Unknown / Non-Applicable,4.0,4.4,3.9,3.5,3.7,yr,2.0,6.5103668261563
"$86,916 /yr (est.)",86916.0,Senior Animator,5.0,1,1,Ubisoft, NC,3.8,0,37.0,10000+ Employees,1986,Public,Video Game Publishing,Media & Communication,$1 to $5 billion (USD),3.6,3.1,3.9,3.3,4.1,yr,7.0,7.0
"$90,057 /yr (est.)",90057.0,Senior Technical Animator / Rigger Project Based,10.0,2,0,Sphere Entertainment, CA,3.6,0,37.640253565768624,-1,-1,Private,-1,-1,-1,3.3,3.6,3.3,3.2,3.2,yr,4.464377406931964,6.5103668261563
