,Job Title,Annual Salary,Experience,Education,Position,Location,Is Remote,Company Size,Company Size Scale,Founded,Company Old,Industry,Sector,Revenue,Revenue Scale,Type of Ownership,Rating,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Company Name,Time of Scrape
335,Software Developer,82500.0,4,BACHELOR,-1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SunAlgo,2023-05-11 14:32:44.927528
336,"Software Developer, Frontend",120000.0,-1,BACHELOR,-1,Remote,1,201 to 500 Employees,3,2015,8,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.5,4.1,4.3,4.2,4.1,4.2,"DISQO
4.5",2023-05-11 14:32:47.081608
338,Java Full Stack Developer,129001.6,-1,BACHELOR,-1,Remote,1,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Digital Plus Solutions,2023-05-11 14:32:51.899752
339,Software Developer,102500.0,-1,MASTER,SENIOR,Remote,1,Unknown,-1,-1,-1,Software Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,3.6,5.0,5.0,5.0,5.0,4.0,"AgWorks
3.6",2023-05-11 14:32:54.146112
340,Software Engineer,80377.0,3,BACHELOR,-1,"Crane, IN",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,4.3,4.0,4.4,4.6,4.3,4.5,"JRC Integrated Systems, LLC
4.3",2023-05-11 14:32:56.703402
341,Software Developer,90000.0,3,BACHELOR,-1,Remote,1,201 to 500 Employees,3,1985,38,Investment & Asset Management,Financial Services,$100 to $500 million (USD),6,Company - Private,4.4,4.4,3.7,4.3,4.0,4.0,"Green Street
4.4",2023-05-11 14:32:59.217323
344,Software Developer,94109.0,7,BACHELOR,SENIOR,"Milwaukee, WI",0,1001 to 5000 Employees,5,1919,104,Investment & Asset Management,Financial Services,$1 to $5 billion (USD),7,Company - Private,4.3,4.2,4.1,4.4,4.1,3.9,"Robert W. Baird
4.3",2023-05-11 14:33:06.250042
345,Software Developer,87232.0,4,BACHELOR,SENIOR,"Livonia, MI",0,51 to 200 Employees,2,2014,9,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.4,4.1,4.5,4.5,4.4,4.7,"Tegrit
4.4",2023-05-11 14:33:08.867295
346,Software Engineer (Remote),122500.0,1,BACHELOR,-1,"New York, NY",0,1 to 50 Employees,1,2014,9,Banking & Lending,Financial Services,Unknown / Non-Applicable,-1,Company - Private,3.5,3.5,3.1,4.0,3.4,4.3,"Climb Credit
3.5",2023-05-11 14:33:12.037317
347,Software Engineer,115000.0,2,BACHELOR,-1,Remote,1,51 to 200 Employees,2,-1,-1,Municipal Agencies,Government & Public Administration,Unknown / Non-Applicable,-1,Company - Private,4.8,4.4,4.4,4.7,4.7,5.0,"Polco
4.8",2023-05-11 14:33:14.703519
348,Software Developer,135200.0,3,MASTER,-1,"Omaha, NE",0,51 to 200 Employees,2,-1,-1,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Contract,4.3,3.9,4.0,4.4,4.3,4.1,"Global IT
4.3",2023-05-11 14:33:17.220503
349,Software Developer,114400.0,-1,MASTER,-1,"Muscle Shoals, AL",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Give Social LLC,2023-05-11 14:33:19.933084
350,Frontend UI Developer,105000.0,7,MASTER,-1,"Irving, TX",0,51 to 200 Employees,2,2010,13,Information Technology Support Services,Information Technology,$25 to $100 million (USD),4,Company - Private,4.0,3.7,3.8,3.7,3.5,3.9,"Resolvetech Solutions
4.0",2023-05-11 14:33:21.863539
352,Software Developer,99364.0,-1,MASTER,-1,"Syosset, NY",0,1 to 50 Employees,1,1982,41,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,3.1,2.6,2.7,2.7,2.7,2.6,"Hi-tek Data
3.1",2023-05-11 14:33:27.107345
354,Junior Software Developer (Core),78372.0,1,BACHELOR,JUNIOR,"Houston, TX",0,Unknown,-1,-1,-1,Banking & Lending,Financial Services,Unknown / Non-Applicable,-1,Company - Public,3.6,3.4,3.4,3.9,3.6,3.4,"FIRST SERVICE CREDIT UNION
3.6",2023-05-11 14:33:31.345161
355,Software Developer - JAVA (#0000101540),142480.0,5,BACHELOR,JUNIOR,"Denver, CO",0,1001 to 5000 Employees,5,1999,24,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Public,3.5,3.5,3.2,3.4,3.2,3.5,"Infinite Computing Systems
3.5",2023-05-11 14:33:33.923437
356,Junior Software Development Engineer,108880.0,3,BACHELOR,-1,"Plano, TX",0,1001 to 5000 Employees,5,1990,33,Telecommunications Services,Telecommunications,Unknown / Non-Applicable,-1,Company - Public,4.5,4.4,4.2,4.5,4.5,4.0,"DZS
4.5",2023-05-11 14:33:36.562405
357,Junior Software Developer,84897.0,5,BACHELOR,JUNIOR,"Port Washington, NY",0,501 to 1000 Employees,4,1989,34,Consumer Product Manufacturing,Manufacturing,$500 million to $1 billion (USD),7,Company - Private,2.8,3.2,2.8,2.9,2.6,2.7,"Kiss Products
2.8",2023-05-11 14:33:39.412384
358,SOFTWARE DEVELOPER,92824.0,-1,BACHELOR,-1,"Ronkonkoma, NY",0,Unknown,-1,-1,-1,Consumer Product Manufacturing,Manufacturing,Unknown / Non-Applicable,-1,Company - Private,2.3,2.2,1.9,2.0,1.5,2.0,"Perfume Center of America
2.3",2023-05-11 14:33:42.078187
359,Jr Frontend Developer,70000.0,10,BACHELOR,SENIOR,"Austin, TX",0,51 to 200 Employees,2,2005,18,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.1,4.1,4.0,4.3,4.1,4.2,"Modernize Home Services
4.1",2023-05-11 14:33:44.607930
360,Junior Software Developer (Remote),68078.0,-1,-1,-1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SnapRISK,2023-05-11 14:33:50.462924
361,Software Developer,124800.0,2,BACHELOR,-1,Remote,1,51 to 200 Employees,2,-1,-1,Health Care Services & Hospitals,Healthcare,$25 to $100 million (USD),4,Company - Private,3.8,3.3,2.6,3.1,3.3,3.8,"Global HIT
3.8",2023-05-11 14:33:52.378002
362,Junior Software Developer,64480.0,2,BACHELOR,JUNIOR,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Springbrook Creek Statement Composition LLC,2023-05-11 14:33:55.294104
363,Software Developer,82500.0,4,BACHELOR,-1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SunAlgo,2023-05-11 14:33:57.267381
364,Junior Software Developer,69420.0,2,BACHELOR,JUNIOR,"Lexington, MA",0,1 to 50 Employees,1,-1,-1,Advertising & Public Relations,Media & Communication,$1 to $5 million (USD),2,Company - Private,4.0,3.4,3.1,2.4,3.1,3.4,"PROMEDICAL, LLC
4.0",2023-05-11 14:33:59.220464
365,Java Backend Developer,119600.0,-1,-1,-1,"Raleigh, NC",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,5.0,4.5,4.5,5.0,5.0,5.0,"Cloud Shift Technologies LLC
5.0",2023-05-11 14:34:01.849967
366,"Software Developer, Frontend",120000.0,-1,-1,-1,Remote,1,201 to 500 Employees,3,2015,8,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.5,4.1,4.3,4.2,4.1,4.2,"DISQO
4.5",2023-05-11 14:34:05.108464
368,Software Developer (Remote),55736.0,5,BACHELOR,SENIOR,"Mandeville, LA",0,501 to 1000 Employees,4,1989,34,State & Regional Agencies,Government & Public Administration,Unknown / Non-Applicable,-1,Company - Private,4.3,3.9,4.1,4.3,4.2,3.9,"Avenu Insights & Analytics
4.3",2023-05-11 14:34:09.255109
369,Software Engineer,115000.0,2,BACHELOR,-1,Remote,1,51 to 200 Employees,2,-1,-1,Municipal Agencies,Government & Public Administration,Unknown / Non-Applicable,-1,Company - Private,4.8,4.4,4.4,4.7,4.7,5.0,"Polco
4.8",2023-05-11 14:34:12.253471
371,Software Developer,90000.0,3,BACHELOR,-1,Remote,1,201 to 500 Employees,3,1985,38,Investment & Asset Management,Financial Services,$100 to $500 million (USD),6,Company - Private,4.4,4.4,3.7,4.3,4.0,4.0,"Green Street
4.4",2023-05-11 14:34:18.112433
373,Software Developer,99364.0,-1,MASTER,-1,"Syosset, NY",0,1 to 50 Employees,1,1982,41,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,3.1,2.6,2.7,2.7,2.7,2.6,"Hi-tek Data
3.1",2023-05-11 14:34:23.303395
374,Java Full Stack Developer,129001.6,-1,BACHELOR,-1,Remote,1,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Digital Plus Solutions,2023-05-11 14:34:25.936247
375,Frontend UI Developer,105000.0,7,MASTER,-1,"Irving, TX",0,51 to 200 Employees,2,2010,13,Information Technology Support Services,Information Technology,$25 to $100 million (USD),4,Company - Private,4.0,3.7,3.8,3.7,3.5,3.9,"Resolvetech Solutions
4.0",2023-05-11 14:34:28.295078
376,SOFTWARE DEVELOPER,92824.0,-1,BACHELOR,-1,"Ronkonkoma, NY",0,Unknown,-1,-1,-1,Consumer Product Manufacturing,Manufacturing,Unknown / Non-Applicable,-1,Company - Private,2.3,2.2,1.9,2.0,1.5,2.0,"Perfume Center of America
2.3",2023-05-11 14:34:30.932127
377,Junior Software Developer,84897.0,5,BACHELOR,JUNIOR,"Port Washington, NY",0,501 to 1000 Employees,4,1989,34,Consumer Product Manufacturing,Manufacturing,$500 million to $1 billion (USD),7,Company - Private,2.8,3.2,2.8,2.9,2.6,2.7,"Kiss Products
2.8",2023-05-11 14:34:34.193921
378,Software Engineer (Remote),122500.0,1,BACHELOR,-1,"New York, NY",0,1 to 50 Employees,1,2014,9,Banking & Lending,Financial Services,Unknown / Non-Applicable,-1,Company - Private,3.5,3.5,3.1,4.0,3.4,4.3,"Climb Credit
3.5",2023-05-11 14:34:36.861190
381,Software Engineer,80377.0,3,BACHELOR,-1,"Crane, IN",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,4.3,4.0,4.4,4.6,4.3,4.5,"JRC Integrated Systems, LLC
4.3",2023-05-11 14:34:44.078822
382,Software Developer,75000.0,3,BACHELOR,-1,"Birmingham, AL",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Sigao,2023-05-11 14:34:46.837819
383,Software Developer,102500.0,-1,MASTER,SENIOR,Remote,1,Unknown,-1,-1,-1,Software Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,3.6,5.0,5.0,5.0,5.0,4.0,"AgWorks
3.6",2023-05-11 14:34:48.806541
384,Jr Frontend Developer,70000.0,10,BACHELOR,SENIOR,"Austin, TX",0,51 to 200 Employees,2,2005,18,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.1,4.1,4.0,4.3,4.1,4.2,"Modernize Home Services
4.1",2023-05-11 14:34:51.589207
385,Junior Software Developer,90000.0,-1,BACHELOR,JUNIOR,"Boston, MA",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,-1,-1,-1,-1,-1,-1,KesarWeb,2023-05-11 14:34:54.475204
386,Software Developer,135200.0,3,MASTER,-1,"Omaha, NE",0,51 to 200 Employees,2,-1,-1,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Contract,4.3,3.9,4.0,4.4,4.3,4.1,"Global IT
4.3",2023-05-11 14:34:56.937165
387,Software Developer,87232.0,4,BACHELOR,SENIOR,"Livonia, MI",0,51 to 200 Employees,2,2014,9,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.4,4.1,4.5,4.5,4.4,4.7,"Tegrit
4.4",2023-05-11 14:34:59.520112
388,Software Developer,114400.0,-1,MASTER,-1,"Muscle Shoals, AL",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Give Social LLC,2023-05-11 14:35:02.574159
389,Junior Software Developer,61500.0,70,BACHELOR,JUNIOR,"Fort Worth, TX",0,51 to 200 Employees,2,1953,70,Machinery Manufacturing,Manufacturing,$25 to $100 million (USD),4,Company - Private,3.2,2.9,2.8,3.4,3.0,2.7,"Samsill Corporation
3.2",2023-05-11 14:35:04.553151
390,Junior Software Developer (Remote),68078.0,-1,-1,-1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SnapRISK,2023-05-11 14:35:10.329336
391,Software Developer,124800.0,2,BACHELOR,-1,Remote,1,51 to 200 Employees,2,-1,-1,Health Care Services & Hospitals,Healthcare,$25 to $100 million (USD),4,Company - Private,3.8,3.3,2.6,3.1,3.3,3.8,"Global HIT
3.8",2023-05-11 14:35:12.322326
392,Junior Software Developer,64480.0,2,BACHELOR,JUNIOR,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Springbrook Creek Statement Composition LLC,2023-05-11 14:35:15.024362
393,Junior Software Developer,69420.0,2,BACHELOR,JUNIOR,"Lexington, MA",0,1 to 50 Employees,1,-1,-1,Advertising & Public Relations,Media & Communication,$1 to $5 million (USD),2,Company - Private,4.0,3.4,3.1,2.4,3.1,3.4,"PROMEDICAL, LLC
4.0",2023-05-11 14:35:16.949745
394,Software Developer - JAVA (#0000101540),142480.0,5,BACHELOR,JUNIOR,"Denver, CO",0,1001 to 5000 Employees,5,1999,24,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Public,3.5,3.5,3.2,3.4,3.2,3.5,"Infinite Computing Systems
3.5",2023-05-11 14:35:19.826778
395,Java Full Stack Developer,129001.6,-1,BACHELOR,-1,Remote,1,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Digital Plus Solutions,2023-05-11 14:35:23.472137
397,Software Developer,82500.0,4,BACHELOR,-1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SunAlgo,2023-05-11 14:35:28.523386
398,Fullstack Javascript Software Developer - Remote,107500.0,3,MASTER,SENIOR,Remote,1,51 to 200 Employees,2,1934,89,Civic & Social Services,Nonprofit & NGO,$5 to $25 million (USD),3,Nonprofit Organization,3.0,2.4,3.6,2.8,2.6,3.6,"American Board of Radiology Incorporated
3.0",2023-05-11 14:35:30.557078
399,"Jr. Software Developer (Java, Python)",88400.0,1,BACHELOR,JUNIOR,"Chicago, IL",0,1 to 50 Employees,1,-1,-1,-1,-1,$1 to $5 million (USD),2,Company - Private,5.0,-1,-1,-1,-1,-1,"DSMH LLC
5.0",2023-05-11 14:35:33.368569
400,"Software Developer, Frontend",120000.0,-1,BACHELOR,-1,Remote,1,201 to 500 Employees,3,2015,8,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.5,4.1,4.3,4.2,4.1,4.2,"DISQO
4.5",2023-05-11 14:35:35.903124
401,Frontend Software Developer (React/React Native),120000.0,5,MASTER,-1,"Pleasant Grove, UT",0,1 to 50 Employees,1,2012,11,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,Unknown / Non-Applicable,-1,Company - Private,3.5,3.6,3.4,3.5,3.0,3.6,"Q Sciences
3.5",2023-05-11 14:35:38.605920
402,Software Developer,90000.0,3,BACHELOR,-1,Remote,1,201 to 500 Employees,3,1985,38,Investment & Asset Management,Financial Services,$100 to $500 million (USD),6,Company - Private,4.4,4.4,3.7,4.3,4.0,4.0,"Green Street
4.4",2023-05-11 14:35:41.344840
404,Frontend UI Developer,105000.0,7,MASTER,-1,"Irving, TX",0,51 to 200 Employees,2,2010,13,Information Technology Support Services,Information Technology,$25 to $100 million (USD),4,Company - Private,4.0,3.7,3.8,3.7,3.5,3.9,"Resolvetech Solutions
4.0",2023-05-11 14:35:46.842110
406,Software Developer (Remote),55736.0,5,BACHELOR,SENIOR,"Mandeville, LA",0,501 to 1000 Employees,4,1989,34,State & Regional Agencies,Government & Public Administration,Unknown / Non-Applicable,-1,Company - Private,4.3,3.9,4.1,4.3,4.2,3.9,"Avenu Insights & Analytics
4.3",2023-05-11 14:35:51.088239
407,Junior Software Developer,61500.0,70,BACHELOR,JUNIOR,"Fort Worth, TX",0,51 to 200 Employees,2,1953,70,Machinery Manufacturing,Manufacturing,$25 to $100 million (USD),4,Company - Private,3.2,2.9,2.8,3.4,3.0,2.7,"Samsill Corporation
3.2",2023-05-11 14:35:54.336941
408,Software Developer,87232.0,4,BACHELOR,SENIOR,"Livonia, MI",0,51 to 200 Employees,2,2014,9,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.4,4.1,4.5,4.5,4.4,4.7,"Tegrit
4.4",2023-05-11 14:35:57.182259
410,Junior Software Developer (Core),78372.0,1,BACHELOR,JUNIOR,"Houston, TX",0,Unknown,-1,-1,-1,Banking & Lending,Financial Services,Unknown / Non-Applicable,-1,Company - Public,3.6,3.4,3.4,3.9,3.6,3.4,"FIRST SERVICE CREDIT UNION
3.6",2023-05-11 14:36:02.980373
411,Junior Software Developer,90000.0,-1,BACHELOR,JUNIOR,"Boston, MA",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,-1,-1,-1,-1,-1,-1,KesarWeb,2023-05-11 14:36:05.716053
412,Software Engineer,80377.0,3,BACHELOR,-1,"Crane, IN",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,4.3,4.0,4.4,4.6,4.3,4.5,"JRC Integrated Systems, LLC
4.3",2023-05-11 14:36:08.220096
413,Software Engineer (Remote),122500.0,1,BACHELOR,-1,"New York, NY",0,1 to 50 Employees,1,2014,9,Banking & Lending,Financial Services,Unknown / Non-Applicable,-1,Company - Private,3.5,3.5,3.1,4.0,3.4,4.3,"Climb Credit
3.5",2023-05-11 14:36:10.853155
414,Software QA Engineer,105000.0,5,MASTER,-1,Remote,1,51 to 200 Employees,2,2016,7,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,Company - Private,2.8,3.1,3.5,3.0,2.9,3.5,"WireWheel
2.8",2023-05-11 14:36:14.208154
415,Software Developer 1,57500.0,-1,BACHELOR,SENIOR,"College Station, TX",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,CAPSHER Technology,2023-05-11 14:36:17.070258
417,Java Full Stack Developer 021,150800.0,5,MASTER,SENIOR,"Charlotte, NC",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Reuben Cooley Inc.,2023-05-11 14:36:21.112511
418,Junior Software Developer,84897.0,5,BACHELOR,JUNIOR,"Port Washington, NY",0,501 to 1000 Employees,4,1989,34,Consumer Product Manufacturing,Manufacturing,$500 million to $1 billion (USD),7,Company - Private,2.8,3.2,2.8,2.9,2.6,2.7,"Kiss Products
2.8",2023-05-11 14:36:23.789773
419,Software Developer II,85000.0,5,BACHELOR,SENIOR,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,fivestar,2023-05-11 14:36:26.581156
420,Junior Software Developer (Remote),68078.0,-1,-1,-1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SnapRISK,2023-05-11 14:36:31.772217
421,Software Developer,124800.0,2,BACHELOR,-1,Remote,1,51 to 200 Employees,2,-1,-1,Health Care Services & Hospitals,Healthcare,$25 to $100 million (USD),4,Company - Private,3.8,3.3,2.6,3.1,3.3,3.8,"Global HIT
3.8",2023-05-11 14:36:33.804102
422,Software Developer,82500.0,4,BACHELOR,-1,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,SunAlgo,2023-05-11 14:36:36.558089
423,Junior Software Developer,69420.0,2,BACHELOR,JUNIOR,"Lexington, MA",0,1 to 50 Employees,1,-1,-1,Advertising & Public Relations,Media & Communication,$1 to $5 million (USD),2,Company - Private,4.0,3.4,3.1,2.4,3.1,3.4,"PROMEDICAL, LLC
4.0",2023-05-11 14:36:38.680283
424,Junior Software Developer,64480.0,2,BACHELOR,JUNIOR,Remote,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Springbrook Creek Statement Composition LLC,2023-05-11 14:36:42.412134
426,Software Developer - JAVA (#0000101540),142480.0,5,BACHELOR,JUNIOR,"Denver, CO",0,1001 to 5000 Employees,5,1999,24,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Public,3.5,3.5,3.2,3.4,3.2,3.5,"Infinite Computing Systems
3.5",2023-05-11 14:36:47.452111
427,Software Developer,135200.0,3,MASTER,-1,"Omaha, NE",0,51 to 200 Employees,2,-1,-1,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Contract,4.3,3.9,4.0,4.4,4.3,4.1,"Global IT
4.3",2023-05-11 14:36:50.291237
428,Software Developer,87232.0,4,BACHELOR,SENIOR,"Livonia, MI",0,51 to 200 Employees,2,2014,9,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.4,4.1,4.5,4.5,4.4,4.7,"Tegrit
4.4",2023-05-11 14:36:53.408102
430,Java Developer,130000.0,-1,MASTER,-1,"Plano, TX",0,501 to 1000 Employees,4,2006,17,Investment & Asset Management,Financial Services,Unknown / Non-Applicable,-1,Company - Private,3.9,3.9,3.9,3.9,3.9,4.0,"On Demand Agility Software Pvt Ltd
3.9",2023-05-11 14:36:58.299548
431,Java Full Stack Developer,129001.6,-1,BACHELOR,-1,Remote,1,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Digital Plus Solutions,2023-05-11 14:37:01.131263
432,Software Developer,123760.0,130,BACHELOR,-1,"Billings, MO",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"BMI Company, Inc.",2023-05-11 14:37:04.049918
433,Linux Software Developer,87500.0,-1,BACHELOR,SENIOR,"Pewaukee, WI",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Real Time Automation,2023-05-11 14:37:06.115912
434,Software Developer,90000.0,3,BACHELOR,-1,Remote,1,201 to 500 Employees,3,1985,38,Investment & Asset Management,Financial Services,$100 to $500 million (USD),6,Company - Private,4.4,4.4,3.7,4.3,4.0,4.0,"Green Street
4.4",2023-05-11 14:37:08.312322
435,Software Developer 1,57500.0,-1,BACHELOR,SENIOR,"College Station, TX",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,CAPSHER Technology,2023-05-11 14:37:11.109154
437,Software Developer,102500.0,-1,MASTER,SENIOR,Remote,1,Unknown,-1,-1,-1,Software Development,Information Technology,Unknown / Non-Applicable,-1,Company - Private,3.6,5.0,5.0,5.0,5.0,4.0,"AgWorks
3.6",2023-05-11 14:37:15.927456
438,Front-End Software Engineer,82063.0,-1,BACHELOR,-1,"Waynesboro, VA",0,201 to 500 Employees,3,1993,30,Machinery Manufacturing,Manufacturing,Unknown / Non-Applicable,-1,Company - Private,3.2,3.3,3.4,3.1,2.9,2.7,"Innovative Refrigeration Systems
3.2",2023-05-11 14:37:18.774522
439,Software Developer (Remote),55736.0,5,BACHELOR,SENIOR,"Mandeville, LA",0,501 to 1000 Employees,4,1989,34,State & Regional Agencies,Government & Public Administration,Unknown / Non-Applicable,-1,Company - Private,4.3,3.9,4.1,4.3,4.2,3.9,"Avenu Insights & Analytics
4.3",2023-05-11 14:37:21.597690
440,"Software Developer, Frontend",120000.0,-1,BACHELOR,-1,Remote,1,201 to 500 Employees,3,2015,8,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.5,4.1,4.3,4.2,4.1,4.2,"DISQO
4.5",2023-05-11 14:37:24.466577
441,IT Software Developer,72800.0,3,MASTER,-1,"San Francisco, CA",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Adverts247,2023-05-11 14:37:27.509503
442,Software Developer,110000.0,2,BACHELOR,-1,Remote,1,51 to 200 Employees,2,2011,12,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,Company - Private,2.5,2.3,3.0,2.8,2.7,3.5,"vMOX
2.5",2023-05-11 14:37:29.720056
