,Job Title,Annual Salary,Experience,Education,Position,Location,Is Remote,Company Size,Company Size Scale,Founded,Company Old,Industry,Sector,Revenue,Revenue Scale,Type of Ownership,Rating,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work Life Balance,Company Name,Time of Scrape
389,Full Stack Java Developer,117500.0,5,0,-1,"Rockville, MD",0,201 to 500 Employees,3,1990,33,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.2,4.1,4.4,4.2,4.0,3.9,"LCG Inc
4.2",2023-05-11 23:38:57.877884
390,Terraform developer,156000.0,5,1,-1,"Plano, TX",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yaggle IT,2023-05-11 23:39:09.364906
391,Software Developer - JAVA (#0000101540),142480.0,5,0,0,"Denver, CO",0,1001 to 5000 Employees,5,1999,24,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Public,3.5,3.5,3.2,3.4,3.2,3.5,"Infinite Computing Systems
3.5",2023-05-11 23:39:11.323215
392,Factory Java Developer,114400.0,8,0,1,"McLean, VA",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Techsara solutions Inc,2023-05-11 23:39:13.535117
393,Sr. Java Developer,145600.0,2,1,0,"Alpharetta, GA",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Hemanth,2023-05-11 23:39:15.793514
394,Java Developer,124800.0,5,0,0,"Tallahassee, FL",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Think Another LLC,2023-05-11 23:39:17.796162
395,Java Developer,109200.0,6,0,1,"Plano, TX",0,201 to 500 Employees,3,-1,-1,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.5,4.4,4.2,4.4,3.8,4.4,"Intone Networks
4.5",2023-05-11 23:39:19.511710
396,Sr. Java Developer(Onsite),148720.0,8,0,1,"San Francisco, CA",0,51 to 200 Employees,2,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,3.6,3.0,3.0,2.5,3.0,2.5,"ProIT Inc.
3.6",2023-05-11 23:39:21.500382
397,Java Developer (Backend),130000.0,7,0,1,"Alpharetta, GA",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Samjose Infotech,2023-05-11 23:39:24.352671
398,SENIOR Java backend Developer,156000.0,10,1,-1,"Charlotte, NC",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,TrackerGO CRM,2023-05-11 23:39:26.233563
399,Java Backend Developer,114400.0,6,0,-1,"New York, NY",0,201 to 500 Employees,3,2009,14,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.7,4.4,4.3,4.6,4.4,4.5,"Kani Solutions Inc.
4.7",2023-05-11 23:39:28.011217
400,Senior Java/J2EE Developer,111280.0,12,0,1,"Charlotte, NC",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,INA Solution Inc,2023-05-11 23:39:30.367600
401,Sr. Java Developer,140400.0,12,0,-1,"Dimondale, MI",0,1 to 50 Employees,1,2010,13,Business Consulting,Management & Consulting,$5 to $25 million (USD),3,Company - Private,3.9,3.7,3.8,3.5,3.5,3.4,"GSK Solutions Inc
3.9",2023-05-11 23:39:32.294496
402,Java Developer,101691.2,4,1,-1,"Philadelphia, PA",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,4.1,4.1,4.0,4.0,4.0,4.1,"eJAmerica
4.1",2023-05-11 23:39:34.488300
403,Software Developer,93600.0,10,1,1,"Philadelphia, PA",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Contract,-1,-1,-1,-1,-1,-1,Arreglo Consulting,2023-05-11 23:39:36.981534
404,Java Backend Developer,114400.0,10,0,1,"Saint Louis, MO",0,1 to 50 Employees,1,-1,-1,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.6,4.6,4.2,4.4,4.3,4.6,"Tekfortune Inc
4.6",2023-05-11 23:39:38.731215
405,Frontend UI Developer,105000.0,7,1,-1,"Irving, TX",0,51 to 200 Employees,2,2010,13,Information Technology Support Services,Information Technology,$25 to $100 million (USD),4,Company - Private,4.0,3.7,3.8,3.7,3.5,3.9,"Resolvetech Solutions
4.0",2023-05-11 23:39:40.931352
406,Java Full Stack Developer,135200.0,5,0,-1,"Dallas, TX",0,1 to 50 Employees,1,2007,16,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Public,3.9,3.9,3.9,3.9,3.8,4.0,"Violetink LLC
3.9",2023-05-11 23:39:43.448507
407,Senior Software Developer,135900.0,4,0,1,"Aurora, CO",0,10000+ Employees,7,2011,12,Beauty & Wellness,Personal Consumer Services,$5 to $10 billion (USD),8,Company - Public,3.7,3.6,3.5,3.6,3.3,3.6,"HelloFresh
3.7",2023-05-11 23:39:45.476641
408,Senior Contract Java Developer,130000.0,8,0,1,"Plano, TX",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,-1,-1,-1,-1,-1,-1,Match Made Tech,2023-05-11 23:39:48.941165
409,Software Developer,135200.0,3,1,-1,"Omaha, NE",0,51 to 200 Employees,2,-1,-1,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Contract,4.3,3.9,4.0,4.4,4.3,4.1,"Global IT
4.3",2023-05-11 23:39:50.748995
410,Java Developer,124800.0,-1,0,-1,"Irving, TX",0,10000+ Employees,7,1927,96,Food & Beverage Stores,Retail & Wholesale,$1 to $5 billion (USD),7,Company - Private,3.3,3.1,3.0,3.1,3.0,2.9,"7-Eleven
3.3",2023-05-11 23:39:53.020604
411,Sr. Java/J2EE Developer,135200.0,8,0,1,"Austin, TX",0,51 to 200 Employees,2,2015,8,Information Technology Support Services,Information Technology,$1 to $5 million (USD),2,Company - Private,4.5,4.4,4.1,4.3,4.2,4.4,"Dutech Systems
4.5",2023-05-11 23:39:55.145036
413,Java Developer,104166.4,6,0,1,"San Jose, CA",0,51 to 200 Employees,2,2013,10,Information Technology Support Services,Information Technology,$1 to $5 million (USD),2,Company - Private,4.6,4.4,4.2,4.7,4.4,4.4,"Plaxonic
4.6",2023-05-11 23:39:58.865338
414,Angular Developer - Remote,137280.0,9,-1,1,Remote,1,Unknown,-1,-1,-1,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,Private Practice / Firm,4.2,4.0,3.7,4.5,4.4,4.1,"OPENMIND TECHNOLOGIES INC
4.2",2023-05-11 23:40:01.280802
415,Java AWS Developer ( Only Full Time),130000.0,3,1,-1,"Plano, TX",0,201 to 500 Employees,3,2009,14,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.7,4.4,4.3,4.6,4.4,4.5,"Kani Solutions Inc.
4.7",2023-05-11 23:40:04.520303
416,Automation Testing Software Developer,114400.0,-1,0,-1,"Tucson, AZ",0,51 to 200 Employees,2,-1,-1,Business Consulting,Management & Consulting,$5 to $25 million (USD),3,Company - Private,3.7,2.3,2.8,3.0,2.6,3.2,"BEPC Inc
3.7",2023-05-11 23:40:06.526680
417,Sr. Java Full Stack Developer,147680.0,-1,-1,-1,"Philadelphia, PA",0,201 to 500 Employees,3,2012,11,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.0,4.0,3.0,4.0,4.0,4.0,"GAC Solutions
4.0",2023-05-11 23:40:09.173175
418,Java Developer,135200.0,6,0,-1,"O Fallon, MO",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Sana Pivot Inc,2023-05-11 23:40:11.680032
419,Full Stack Java Developer,117500.0,5,0,-1,"Rockville, MD",0,201 to 500 Employees,3,1990,33,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.2,4.1,4.4,4.2,4.0,3.9,"LCG Inc
4.2",2023-05-11 23:40:13.319886
420,Terraform developer,156000.0,5,1,-1,"Plano, TX",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yaggle IT,2023-05-11 23:40:25.321704
421,Software Developer - JAVA (#0000101540),142480.0,5,0,0,"Denver, CO",0,1001 to 5000 Employees,5,1999,24,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Public,3.5,3.5,3.2,3.4,3.2,3.5,"Infinite Computing Systems
3.5",2023-05-11 23:40:26.840866
422,Factory Java Developer,114400.0,8,0,1,"McLean, VA",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Techsara solutions Inc,2023-05-11 23:40:28.853497
423,Sr. Java Developer,145600.0,2,1,0,"Alpharetta, GA",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Hemanth,2023-05-11 23:40:30.853511
424,Java Developer,124800.0,5,0,0,"Tallahassee, FL",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Think Another LLC,2023-05-11 23:40:33.351082
425,Java Developer,109200.0,6,0,1,"Plano, TX",0,201 to 500 Employees,3,-1,-1,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.5,4.4,4.2,4.4,3.8,4.4,"Intone Networks
4.5",2023-05-11 23:40:34.949586
426,Sr. Java Developer(Onsite),148720.0,8,0,1,"San Francisco, CA",0,51 to 200 Employees,2,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,3.6,3.0,3.0,2.5,3.0,2.5,"ProIT Inc.
3.6",2023-05-11 23:40:36.876654
427,Java Developer (Backend),130000.0,7,0,1,"Alpharetta, GA",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Samjose Infotech,2023-05-11 23:40:39.765151
428,SENIOR Java backend Developer,156000.0,10,1,-1,"Charlotte, NC",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,TrackerGO CRM,2023-05-11 23:40:41.905566
429,Java Backend Developer,114400.0,6,0,-1,"New York, NY",0,201 to 500 Employees,3,2009,14,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.7,4.4,4.3,4.6,4.4,4.5,"Kani Solutions Inc.
4.7",2023-05-11 23:40:43.728522
430,Senior Java/J2EE Developer,111280.0,12,0,1,"Charlotte, NC",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,INA Solution Inc,2023-05-11 23:40:46.281859
431,Sr. Java Developer,140400.0,12,0,-1,"Dimondale, MI",0,1 to 50 Employees,1,2010,13,Business Consulting,Management & Consulting,$5 to $25 million (USD),3,Company - Private,3.9,3.7,3.8,3.5,3.5,3.4,"GSK Solutions Inc
3.9",2023-05-11 23:40:48.370895
432,Java Developer,101691.2,4,1,-1,"Philadelphia, PA",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,4.1,4.1,4.0,4.0,4.0,4.1,"eJAmerica
4.1",2023-05-11 23:40:50.449410
433,Software Developer,93600.0,10,1,1,"Philadelphia, PA",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Contract,-1,-1,-1,-1,-1,-1,Arreglo Consulting,2023-05-11 23:40:52.434917
434,Java Backend Developer,114400.0,10,0,1,"Saint Louis, MO",0,1 to 50 Employees,1,-1,-1,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.6,4.6,4.2,4.4,4.3,4.6,"Tekfortune Inc
4.6",2023-05-11 23:40:54.962413
435,Frontend UI Developer,105000.0,7,1,-1,"Irving, TX",0,51 to 200 Employees,2,2010,13,Information Technology Support Services,Information Technology,$25 to $100 million (USD),4,Company - Private,4.0,3.7,3.8,3.7,3.5,3.9,"Resolvetech Solutions
4.0",2023-05-11 23:40:57.223722
436,Java Full Stack Developer,135200.0,5,0,-1,"Dallas, TX",0,1 to 50 Employees,1,2007,16,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Public,3.9,3.9,3.9,3.9,3.8,4.0,"Violetink LLC
3.9",2023-05-11 23:40:59.292703
437,Senior Software Developer,135900.0,4,0,1,"Aurora, CO",0,10000+ Employees,7,2011,12,Beauty & Wellness,Personal Consumer Services,$5 to $10 billion (USD),8,Company - Public,3.7,3.6,3.5,3.6,3.3,3.6,"HelloFresh
3.7",2023-05-11 23:41:01.617284
438,Senior Contract Java Developer,130000.0,8,0,1,"Plano, TX",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,-1,-1,-1,-1,-1,-1,Match Made Tech,2023-05-11 23:41:03.926655
439,Software Developer,135200.0,3,1,-1,"Omaha, NE",0,51 to 200 Employees,2,-1,-1,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Contract,4.3,3.9,4.0,4.4,4.3,4.1,"Global IT
4.3",2023-05-11 23:41:06.224202
440,Java Developer,124800.0,-1,0,-1,"Irving, TX",0,10000+ Employees,7,1927,96,Food & Beverage Stores,Retail & Wholesale,$1 to $5 billion (USD),7,Company - Private,3.3,3.1,3.0,3.1,3.0,2.9,"7-Eleven
3.3",2023-05-11 23:41:09.502075
441,Sr. Java/J2EE Developer,135200.0,8,0,1,"Austin, TX",0,51 to 200 Employees,2,2015,8,Information Technology Support Services,Information Technology,$1 to $5 million (USD),2,Company - Private,4.5,4.4,4.1,4.3,4.2,4.4,"Dutech Systems
4.5",2023-05-11 23:41:11.575605
442,Sr. Java Developer,140400.0,-1,2,-1,"San Leandro, CA",0,51 to 200 Employees,2,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,5.0,5.0,4.6,4.8,4.8,4.8,"Hanker System's Inc.
5.0",2023-05-11 23:41:13.639431
443,Java Developer,104166.4,6,0,1,"San Jose, CA",0,51 to 200 Employees,2,2013,10,Information Technology Support Services,Information Technology,$1 to $5 million (USD),2,Company - Private,4.6,4.4,4.2,4.7,4.4,4.4,"Plaxonic
4.6",2023-05-11 23:41:16.440627
444,Angular Developer - Remote,137280.0,9,-1,1,Remote,1,Unknown,-1,-1,-1,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,Private Practice / Firm,4.2,4.0,3.7,4.5,4.4,4.1,"OPENMIND TECHNOLOGIES INC
4.2",2023-05-11 23:41:18.695767
445,Java AWS Developer ( Only Full Time),130000.0,3,1,-1,"Plano, TX",0,201 to 500 Employees,3,2009,14,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.7,4.4,4.3,4.6,4.4,4.5,"Kani Solutions Inc.
4.7",2023-05-11 23:41:20.731072
446,Automation Testing Software Developer,114400.0,-1,0,-1,"Tucson, AZ",0,51 to 200 Employees,2,-1,-1,Business Consulting,Management & Consulting,$5 to $25 million (USD),3,Company - Private,3.7,2.3,2.8,3.0,2.6,3.2,"BEPC Inc
3.7",2023-05-11 23:41:22.902609
447,Sr. Java Full Stack Developer,147680.0,-1,-1,-1,"Philadelphia, PA",0,201 to 500 Employees,3,2012,11,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.0,4.0,3.0,4.0,4.0,4.0,"GAC Solutions
4.0",2023-05-11 23:41:25.598417
448,Java Developer,135200.0,6,0,-1,"O Fallon, MO",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Sana Pivot Inc,2023-05-11 23:41:27.633258
449,Full Stack Java Developer,117500.0,-1,-1,-1,"Rockville, MD",0,201 to 500 Employees,3,1990,33,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.2,4.1,4.4,4.2,4.0,3.9,"LCG Inc
4.2",2023-05-11 23:41:29.305009
450,Terraform developer,156000.0,5,1,-1,"Plano, TX",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yaggle IT,2023-05-11 23:41:42.419534
451,Software Developer - JAVA (#0000101540),142480.0,5,0,0,"Denver, CO",0,1001 to 5000 Employees,5,1999,24,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Public,3.5,3.5,3.2,3.4,3.2,3.5,"Infinite Computing Systems
3.5",2023-05-11 23:41:44.267801
452,Factory Java Developer,114400.0,8,0,1,"McLean, VA",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Techsara solutions Inc,2023-05-11 23:41:46.600675
453,Sr. Java Developer,145600.0,2,1,0,"Alpharetta, GA",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Hemanth,2023-05-11 23:41:48.505200
454,Java Developer,124800.0,5,0,0,"Tallahassee, FL",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Think Another LLC,2023-05-11 23:41:50.769820
455,Java Developer,109200.0,6,0,1,"Plano, TX",0,201 to 500 Employees,3,-1,-1,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.5,4.4,4.2,4.4,3.8,4.4,"Intone Networks
4.5",2023-05-11 23:41:52.549076
456,Sr. Java Developer(Onsite),148720.0,8,0,1,"San Francisco, CA",0,51 to 200 Employees,2,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,3.6,3.0,3.0,2.5,3.0,2.5,"ProIT Inc.
3.6",2023-05-11 23:41:54.602617
457,Java Developer (Backend),130000.0,7,0,1,"Alpharetta, GA",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Samjose Infotech,2023-05-11 23:41:57.566979
458,SENIOR Java backend Developer,156000.0,10,1,-1,"Charlotte, NC",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,TrackerGO CRM,2023-05-11 23:41:59.749295
459,Java Backend Developer,114400.0,6,0,-1,"New York, NY",0,201 to 500 Employees,3,2009,14,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.7,4.4,4.3,4.6,4.4,4.5,"Kani Solutions Inc.
4.7",2023-05-11 23:42:01.627435
460,Senior Java/J2EE Developer,111280.0,12,0,1,"Charlotte, NC",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,INA Solution Inc,2023-05-11 23:42:03.657897
461,Sr. Java Developer,140400.0,12,0,-1,"Dimondale, MI",0,1 to 50 Employees,1,2010,13,Business Consulting,Management & Consulting,$5 to $25 million (USD),3,Company - Private,3.9,3.7,3.8,3.5,3.5,3.4,"GSK Solutions Inc
3.9",2023-05-11 23:42:05.965341
462,Java Developer,101691.2,4,1,-1,"Philadelphia, PA",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,4.1,4.1,4.0,4.0,4.0,4.1,"eJAmerica
4.1",2023-05-11 23:42:08.589835
463,Software Developer,93600.0,10,1,1,"Philadelphia, PA",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Contract,-1,-1,-1,-1,-1,-1,Arreglo Consulting,2023-05-11 23:42:10.687139
464,Java Backend Developer,114400.0,10,0,1,"Saint Louis, MO",0,1 to 50 Employees,1,-1,-1,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.6,4.6,4.2,4.4,4.3,4.6,"Tekfortune Inc
4.6",2023-05-11 23:42:13.023260
465,Frontend UI Developer,105000.0,7,1,-1,"Irving, TX",0,51 to 200 Employees,2,2010,13,Information Technology Support Services,Information Technology,$25 to $100 million (USD),4,Company - Private,4.0,3.7,3.8,3.7,3.5,3.9,"Resolvetech Solutions
4.0",2023-05-11 23:42:15.481941
466,Java Full Stack Developer,135200.0,5,0,-1,"Dallas, TX",0,1 to 50 Employees,1,2007,16,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Public,3.9,3.9,3.9,3.9,3.8,4.0,"Violetink LLC
3.9",2023-05-11 23:42:17.622444
467,Senior Software Developer,135900.0,4,0,1,"Aurora, CO",0,10000+ Employees,7,2011,12,Beauty & Wellness,Personal Consumer Services,$5 to $10 billion (USD),8,Company - Public,3.7,3.6,3.5,3.6,3.3,3.6,"HelloFresh
3.7",2023-05-11 23:42:20.005923
468,Senior Contract Java Developer,130000.0,8,0,1,"Plano, TX",0,1 to 50 Employees,1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,-1,-1,-1,-1,-1,-1,Match Made Tech,2023-05-11 23:42:22.862345
469,Software Developer,135200.0,3,1,-1,"Omaha, NE",0,51 to 200 Employees,2,-1,-1,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Contract,4.3,3.9,4.0,4.4,4.3,4.1,"Global IT
4.3",2023-05-11 23:42:24.718490
470,Java Developer,124800.0,-1,0,-1,"Irving, TX",0,10000+ Employees,7,1927,96,Food & Beverage Stores,Retail & Wholesale,$1 to $5 billion (USD),7,Company - Private,3.3,3.1,3.0,3.1,3.0,2.9,"7-Eleven
3.3",2023-05-11 23:42:26.743615
471,Sr. Java/J2EE Developer,135200.0,8,0,1,"Austin, TX",0,51 to 200 Employees,2,2015,8,Information Technology Support Services,Information Technology,$1 to $5 million (USD),2,Company - Private,4.5,4.4,4.1,4.3,4.2,4.4,"Dutech Systems
4.5",2023-05-11 23:42:30.282992
472,Sr. Java Developer,140400.0,-1,2,-1,"San Leandro, CA",0,51 to 200 Employees,2,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Private,5.0,5.0,4.6,4.8,4.8,4.8,"Hanker System's Inc.
5.0",2023-05-11 23:42:32.428149
473,Java Developer,104166.4,6,0,1,"San Jose, CA",0,51 to 200 Employees,2,2013,10,Information Technology Support Services,Information Technology,$1 to $5 million (USD),2,Company - Private,4.6,4.4,4.2,4.7,4.4,4.4,"Plaxonic
4.6",2023-05-11 23:42:34.435503
474,Angular Developer - Remote,137280.0,9,-1,1,Remote,1,Unknown,-1,-1,-1,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,Private Practice / Firm,4.2,4.0,3.7,4.5,4.4,4.1,"OPENMIND TECHNOLOGIES INC
4.2",2023-05-11 23:42:38.461091
475,Java AWS Developer ( Only Full Time),130000.0,3,1,-1,"Plano, TX",0,201 to 500 Employees,3,2009,14,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.7,4.4,4.3,4.6,4.4,4.5,"Kani Solutions Inc.
4.7",2023-05-11 23:42:40.552477
476,Automation Testing Software Developer,114400.0,-1,0,-1,"Tucson, AZ",0,51 to 200 Employees,2,-1,-1,Business Consulting,Management & Consulting,$5 to $25 million (USD),3,Company - Private,3.7,2.3,2.8,3.0,2.6,3.2,"BEPC Inc
3.7",2023-05-11 23:42:42.648991
477,Sr. Java Full Stack Developer,147680.0,-1,-1,-1,"Philadelphia, PA",0,201 to 500 Employees,3,2012,11,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3,Company - Private,4.0,4.0,3.0,4.0,4.0,4.0,"GAC Solutions
4.0",2023-05-11 23:42:44.756089
478,Java Developer,135200.0,6,0,-1,"O Fallon, MO",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Sana Pivot Inc,2023-05-11 23:42:47.623109
479,Full Stack Java Developer,117500.0,5,0,-1,"Rockville, MD",0,201 to 500 Employees,3,1990,33,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,Company - Private,4.2,4.1,4.4,4.2,4.0,3.9,"LCG Inc
4.2",2023-05-11 23:42:49.777358
480,Terraform developer,156000.0,5,1,-1,"Plano, TX",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yaggle IT,2023-05-11 23:43:02.020404
481,Software Developer - JAVA (#0000101540),142480.0,5,0,0,"Denver, CO",0,1001 to 5000 Employees,5,1999,24,Information Technology Support Services,Information Technology,$100 to $500 million (USD),6,Company - Public,3.5,3.5,3.2,3.4,3.2,3.5,"Infinite Computing Systems
3.5",2023-05-11 23:43:03.549798
482,Sr. Java Developer,145600.0,2,1,0,"Alpharetta, GA",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Hemanth,2023-05-11 23:43:05.665900
483,Factory Java Developer,114400.0,8,0,1,"McLean, VA",0,Unknown,-1,-1,-1,-1,-1,Unknown / Non-Applicable,-1,Company - Public,-1,-1,-1,-1,-1,-1,Techsara solutions Inc,2023-05-11 23:43:08.793519
484,Java Developer,124800.0,5,0,0,"Tallahassee, FL",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Think Another LLC,2023-05-11 23:43:11.122300
485,Senior Software Developer,135900.0,4,0,1,"Aurora, CO",0,10000+ Employees,7,2011,12,Beauty & Wellness,Personal Consumer Services,$5 to $10 billion (USD),8,Company - Public,3.7,3.6,3.5,3.6,3.3,3.6,"HelloFresh
3.7",2023-05-11 23:43:12.967485
